word,definition
Revenge,He hoopai ino.
Day,n. La.
Pack,1. He haawe. 2. He pu-a'.
Pack,"1. E hoo-o; e hao. Pack a trunk, e hao i ka pahu. 2. E hookikina."
Miserable,Oki loa.
Stand,"E ku. To take a stand, e ku."
Stand,"Kahi e ku ai. 2. He pakaukau liilii. 3. Stand erect, (as hair through fear), ku ka ehu; kakalaioa."
Lumber,Kela me keia ano papa laau.
Nephew,Keikikane o ka hoahanau.
Quarry,1. Lua kalai pohaku. 2. Ka loaa ma ke ki holoholona.
Appendix,"Ap-pĕn'dix, n. He olelo pakui, ma ka hope o ka buke."
Defect,He kina'.
Exaggerate,E hoonui ae; e haanui.
Bread,Berena; palaoa ai.
Carcass,Heana; kino make o ka holoholona.
Hue,"1. Hooluu. SYN. color. 2, Wawa nui. SYN. clamor."
Cheat,n. 1. He mea apuka wale. 2. He hana hoopunipuni; hana apuka.
Cheat,v. E hoopunipuni; e hana apuka; e epa.
Stable,Onipaa; paa. SYN. stanch.
Stable,Hale malama holoholona.
Unanimous,Lokahi.
Discuss,E noonoo pu. SYN. debate.
Oven,Imu; oma; umu.
Fruit,1. Hua. 2. Hua ai.
Guinea,Apana dala gula o Beritania;21 silina.
Implacable,Makona; laulea ole.
Cavalry,Na koa lio.
Superb,Maikai loa; hiehie; nani.
She,Ia; oia (ano wahine).
Age,"He au manawa. The age in which we live, ke au a kakou e noho nei. 2. Na makahiki o keola ana. What is your age? ehia ou mau makahiki?"
Sky,Ke ao-uli; na lani.
Verse,1. Pauku himeni. 2. Pauku olelo.
Grove,"n., He wahi ululaau uuku."
Chorus,n. Leo hui.
Supper,Aina ahiahi.
Dusty,Lepo; paapu i ka lepo.
Decorous,"adj. Kupono; akahai, SYN. becoming; befitting; seemly."
Respiration,Ka hanu ana.
Cook,v. E hoomoa; e kuke.
Cook,n. He kuke.
Shocking,Ilihia; eehia; weliweli.
Constitution,"n. 1. Kumukanawai. 2. Ka hookumu ana. 3. Ke ano mau o ke kino. A strong constitution, he ano ikaika, puipui o ke kino."
Growth,"n., Ka ulu ana; ka mahuahua ana."
Poison,Laau make; akua hanai.
Christ,n. Kristo; Ka Mesia.
Tick,"1. Ke koele ana o ka wati. 2. He aie. To get things on tick, e komo i ka aie. 3. He uku hipa."
Divorce,E oki mare.
Mint,1. Hale hana dala o ke aupuni. 2. He laau ala.
Repress,E uumi; e kinai.
Insurance,Ka panai dala. Life insiirance~ panai ola.
Harm,Poino; pilikia.
Incur,"v. E halawai. Incur displeasure, e halawai me ka huhu. Incur peril, e halawai me ka popilikia."
Chirp,v. E nunulu; e piopio; e ioio
Poster,Palapala hoolaha.
Institution,"Mea i hookumuia.Institution of learning, he kula o ka naauao. SYN. establishment."
Curtail,v. E hoohaiki; e hoopokole.
Real,adj. Oiaio; maoli. SYN. genuine.
Lap,1. Kahi o ka aahu e uhi ana i na kuli. 2. Uha'.
Lap,1. E hookau kekahi maluna iki o kekahi. 2. E palu.
Lay,"1. E waiho. SYN. place. Lay on the table, e waiho ma ka papa. 2. E hoomoe. Lay brick, e hoomoe pohaku ula. 3. E hanau hua. 4. Lay off and on, e kalewa. Lay to, e poholua. Lay in wait, e halua; e haluapo ; e hoomahua. Lay out land for a house, e kuene; hookuene."
Lay,1. He mele. 2. Mahele uku ma ka moku o kohola'.
Pleasing,Oluolu; lea.
Counsel,Olelo ao. SYN. advice.
Junction,"Kahi i hui ai; ka huina. Railroad junction, huina o na alanui hao."
Jackolantern,Ahi koli.
Reddish,Haulaula.
Already,I keia manavu no; ano iho nei.
Tradition,Olelo mai na kupuna mai.
Parole,He ae waha.
Arrowroot,n. Pia.
Shout,E hooho; e kahea leo nui.
Postmark,Hoailona pal o ka hale leta.
Overwhelm,"E popoi. Troubles overwhelm, popoi mai na popilikia. 2. Pauhia. Overwhelmed with work, pauhia i ka hana. 3. E piho; palemo. Overwhelmed in the sea, palemo ma ka moana"
Judge,"1. Lunakanawai. 2. Luna nana. Judge of elections, luna nana koho balota. 3. Mea akamai i ke koho."
Judge,1. E hookolokolo. 2. E hooholo i ka pono.
Evict,E kipaku. SYN. eject.
Simile,Olelo hoohalikelike.
Sunny,Laelae.
Sailor,He hooholo moku; luina.
Surmise,E hoohuoi. SYN. suspect.
Nationality,Lahui. Of what nationality? No ka lahui hea
Inconstant,Muhee; palai-e; kapekepeke; lauwili. SYN. changeable; fickle.
Bestir,"Be-stir', v. E hooeueu; e makaala; e ala'e."
Bestir,E hooeueu; e makaala; e ala'e.
Softness,Ke ano palupalu.
Execute,"1. E hooko'. SYN. perform. 2. E hoomake, mamuli o ke kanawai."
Tired,Luhi; maloeloe.
Thanksgiving,n. Ka hoaloha'loha ana.
Scapula,Ke kipoohiwi.
Calico,Lole kalikoa.
Knapsack,Eke lawe ukana o ke koa.
Rotate,E kaa ma ka iho.
Hypocrite,He hookamani.
Damp,adj. Ma-u' iki; koekoe; kawau; kawakawau. SYN. moist.
Trump,"A trumped up charge, he hoopii imihala."
Printing,n. Ke pai ana.
Broken,"Haki. Broken all to pieces, haki manunu."
Sultry,Wela; welawela; koe'haeha.
Topsyturvy,Huikau; ilalo iluna.
Gravestone,"Pohaku hoomanao, no ka ilina."
Shampoo,E lomilomi.
Toss,"1. E kiola; e hoolei. 2. To toss about in bed, e onioni maluna o ka moe. 3. Toss up the nose, auku ka ihu."
Crop,n. Na hua o na mea ulu o ka aina.
Procedure,Ka holo ana o ka hana.
Speechless,"1. Ekemu ole; aa. 2. Speechless from fear, lohaloha."
Spelling,Ke pela hua olelo.
Listless,Kualana; nanea.
Dike,1. He auwaha. SYN. ditch. 2. He ahua lepo; paku lepo.
Avocation,"Ăv'o-єā'tion, n. He hana liilii. The avocations of life, na hana liilii o keia ola."
Rarefaction,n. Ka hoo-mama ana o ke ea.
Closet,Keena liilii.
Courtyard,n. He pahale.
Reserve,E hookoe; hookaawale.
Reserve,1. He ano ihiihi; hookiekie. 2. Ka mea i koe.
Cabinet,"1. Pahu waiho buke; waiho mea milimili. 2. Papa kuhina. Cabinet council, aha kuhina."
Outhouse,Hale liilii.
Exercise,"1. Ka hooikaika kino, 2. He haawina hoomaamaa."
Exercise,1. E hooikaika kino. 2. E hoohana. SYN. employ; use.
Intoxication,Ka ona. SYN. drunkenness.
Disregard,E hoolohe ole; e hoomae'ae'a.
Pierce,E hou.
Beautify,v. 1. E kahiko a nani. SYN. adorn. 2. E hoohiehie.
Recreation,Ka hoo-oluolu ana; ka paani ana.
Preserve,v. 1. E malama. 2. E hoomoa i mea ono mai na hua ai.
Preserve,n. Mea ono i hoomoaia mai na hua ai.
Rich,Waiwai; lako. SYN. wealthy.
Oily,Me he aila la; paapu i ka aila.
Instruct,E ao; e hoonaauao. SYN. teach.
Probability,Ka oiaio paha.
Wisp,Pu-a uuku o ka mauu maloo.
Bureau,"1. Pahu ume. 2. He mahele nui o ka oihana aupuni. Bureau of Education, oihana hoonaauao. Bureau of Customs, oihana dute."
Flank,"n. Aoao. To march by flank, e huakai pili aoao."
Coroner,He koronera; he luna aupuni; e imi ana no ke kumu make o na kanaka make.
At,"prep. 1. Ma. At first, mamua; i ki nohou. 2. I. Look at the child, e nana i ke keiki."
Major,Mekia; luna koa.
Steam,Mahu.
Lantern,1. Kukui hele po. 2. Keena kukui o ka hale lama.
Flush,"Omeomeo. Flushed with anger, ku ka heu"
Alms,Na haawina manawalea.
Monkey,He keko.
Calf,1. Bipi keiki. 2. Oloolo wawae.
Perfect,E hooko pono.
Perfect,Hemolele; kina' ole.
Contrite,adj. Mihi; walania; akahai. SYN. penitent.
Sucker,He oha'; pohuli.
Swim,"v. 1. E au. 2. E poniuniu. My head swims, poniuniu kuu poo."
Together,"Pu. Go together, e hele pu."
Entitle,E hoo-kuleana.
Ewe,Hipa wahine.
Anxiety,"Ănx-ī'e-ty, n. Kupikipiki-o' o ka naau. Pihoihoi o ka naau."
Cease,E oki; hooki; e hoopau. SYN. desist; forbear.
Wait,"1. E kali; e kakali. 2. E lawelawe. To wait on the table, e lawelawe ma ka papa aina."
Midway,Mawaenakonu.
Slow,1. Lohi; lolohi. 2. Apa; nahili. SYN. dilatory. 3. Lohi o ka noonoo. SYN. dull.
Slow,E hoo-lolohi; e hooholo akahele.
Recall,1. E kahea hou mai. 2. E hoihoi mai. 3. E hoomanao. SYN. recall to mind.
Gin,1. He waiona. gini. 2. He upiki. SYN. trap. 3. Mikini wehe i ka anoano o ka pulupulu.
Treason,Kipi i ke aupuni.
Hearth,Kapuahi.
Clerk,1. Kakauolelo. SYN. secretary. 2. He kupakako. SYN. salesman.
Barrier,"Băr'ri-er, n. He paku; he mea keakea."
Dirt,Lepo.
Chart,n. 1. Palapala aina holo moana. 2. Palapala hoike.
Surge,Ale nui.
Surge,E aleale; ooloku'.
Notice,"1. He olelo hoakaka; olelo hoolaha. 2. E ike. To take no notice, aole no e ike."
Notice,E nana. SYN. look at.
Try,E hoao.
Pioneer,"Kanaka komo mua ma ka aina, a hana paha."
Powder,n. 1. Pauda ki-pu. 2. Lepo wali; lepo aeae. 3. Laau a ke kauka.
Mountain,Mauna; kuahiwi.
Obtain,E loaa. SYN. get.
Stagger,E hika'ka'; kunewanewa.
Hallow,E hoano.
Polite,Ano oluolu; ano keonimana; pihalula.
Purify,E hoomaemae; e hiuwai.
Sugar,Ko paa.
Checkers,"n, Paani papa mu."
Populate,E hoopiha ka aina i kanaka.
Attention,"1. Hoolohe. SYN. heed. 2. Noonoo. Attention to study, ka noonoo no ke ao ana. 3. Maliu; hoolaulea. SYN. civility; respect. Attention to guests, ka maliu ana i na hoa aina."
Rig,1. E kukulu i ka likini o ka moku. 2. E kahiko i lole hookahakaha.
Mention,E hai.
Heritage,Waiwai hooilina. SYN. inheritance.
Scold,Enuku; hookikina; wahapaa.
Devastate,E hoonea; hooneoneo
Recite,E hai waha; e hai paa naau. SYN. repeat.
Generation,"1. Ka hoohua ana mai. 2. He hanauna. Third generation, kuakahi."
Thousand,Kausani; tausani.
Panic,Maka'u kuhewa mai.
Hall,"1. Keena komo o ka hale. 2. Keena nui no na halawai. 3. Hale nui. 4. Halls of justice, na keena hookolo-kolo."
Inland,adj. Maloko o ka aina; iuka
Qualmish,Poluea. SYN. sick at the stomach.
Mortar,1. Puna hamo. 2. Ipu kui laau lapaau. 3. Pu ki poka' pahu'.
Senior,"1. Ka mua. Senior in office, ka mua ma ka oihana. 2. He haumana o ka papa mua ma ke kula nui."
Customs,n. Ka dute maluna o ka waiwai. SYN. duties.
Narrow,Oloii; haiki; pilikia
Cattle,Na holoholona laka o ke kula. 2. Na bipi.
Complaint,"1. Leo ohumu. 2. He mai, SYN. sickness; disease. 3. He kumu hoopii. To entertain a complaint, e waiho aku i kumu hoopii."
Flinch,v. E ku-emi ihope no ka maka'u; e wiwo.
Many,"(mĕ-ny), Lehulehu; makena; nuiwale."
Many,Lehulehu; makena; nuiwale.
Monk,"Kanaka haipule, noho mehameha; moneka."
Denial,He hoole.
Commission,l. Palapala hookoho no ka oihana. 2. Uku no ke kuai ana i ka waiwai.
Commission,1. E hookoho. 2. E haawi i ka mana; e hooili mana. SYN. authorize; empower.
Engrave,E kahakaha.
Exponent,"1. Hoailona kuhikuhi mana, X2=x, mana elua. 2. Hoailona hoike. SYN. index. An exponent of the mind, he hoailona hoike manao."
Humanity,1. Ka'naka o ke ao nei. 2. Ke ano kana'ka.
Establish,"1. E hoonohonoho. Establish boundaries, e hoonohonoho palena aina. SYN. settle. 2. E hookumu; hookahua. Establish schools, e hookumu i na kula. 3. E hookupaa. Establish principles, e hookupaa i na loina."
Unfold,1. E wehe i ka opi. 2. E hohola; e uhola.
Slat,Aaho.
Crease,n. He alualu; he alu.
Gem,He momi.
Loss,1. Ka nalowale ana; ka haule ana. 2. Ka poho'; kapoino.
Circumnavigate,v. E kaapuni ma ka holo moku.
Exile,He kuewa.
Knee,Ke kuli.
Mutual,"Like; kaulike. Mutual love, aloha like. Mutual benefit, pomaikai kaulike."
Spoil,"1. E hao; e pakaha. SYN. rob. 2. E ino. The food is spoiled, ua ino ka ai."
Spoil,Waiwai pio. SYN. plunder; booty.
Spoil,"E hao; e pakaha. E ino. The food is spoiled, ua ino ka ai."
Kid,Kao keiki.
Perch,Wahi e kau ai ka manu.
Perch,E kau me he manu la.
Tingle,"E kani. Ears tingle, kani na pepeiao."
Sprightly,Hoihoi; lalelale. SYN. vivacious.
Mildew,Ponalo.
Pave,E kipapa.
Ancient,"Ān'çient, adj. Kahiko."
Probably,Pela paha; oiaio paha.
Aim,"1. E hoopololei ka nou ana; ke ki-pu' ana, 2. E hookupono i ka manao maluna o kekahi kumu noonoo. Aim high in the pursuit of knowledge, e kau aku a kiekie ka manao i ka imi ana i ka naauao."
Investment,"Ka hoomoe dala. 2. Ka hoopuni ana. 3. Ka hookahiko ana, SYN. clothing."
Pout,v. E o iwaho ka lehelehe; e nunuha.
Welcome,Kipa aloha.
Culture,n. 1. Ka mahi ana. 2. Ka hua o ka naauao.
Team,n. He paa holoholona hoounauna.
Apart,"A-pärt', adv. Kaawale; pakahi. SYN. separately."
Zenith,n. Lolopua.
Fetch,v. E homai; e ki a e lawe mai. SYN. bring.
Swarthy,"adj. Hauli; hauliuli. A swarthy complexion, hauliuli ka ili."
Threshold,Paepae puka.
Neighborhood,Kauhale; kahi kokoke.
Option,Mana koho. SYN. choice.
Low,1. Haahaa. 2. Haumia; pelapela. SYN. vile.
Mock,E hoomaewaewa. SYN. ridicule.
Puny,Aa; wiwi; nawaliwali.
Souvenir,Mea hoomanao. SYN. keep-sake.
Welfare,Pomaikai; kuonoono o ka noho'na. SYN. prosperity.
Stiff,"1. Oolea; paakiki. SYN. rigid. 2. Ikaika. A stiff breeze, he makani ikaika. SYN. strong."
Edit,"E hooponopono nupepa, a buke paha."
Final,adj. Hope loa. SYN. ultimate.
Sew,E humuhumu; e omau.
Fiction,n. 1. He kaao. SYN. fable; novel. 2. Mea oiaio ole.
Remainder,Ke koena.
Pot,"d. Ipu no kela me keia hana. Iron pot, ipu-hao."
Pot,v. E hookomo ma ka ipu.
Declaration,n. He hoolaha. SYN. announcement.
Frost,Kehau anu.
Undone,p. 1. Koole ia; waiho wale ia. 2. Poino.
Decided,"adj. 1. Kupaa. A decided man, he kanaka kupaa. 2. Hooholoia. It is decided, hooholoia. A decided question, he ninau i hooholoia."
Tariff,n. Papa auhau dute waiwai.
Tariff,Papa auhau dute waiwai.
Forehead,Ka lae.
Shelter,Wahi malu; wahi lulu.
Shelter,E hoomalu.
Crystal,adj. Moakaka; aiai ; huaka.
Crystal,"n. 1. Pohaku aiai. 2. Aniani aiai. Watch crystal, he aniani no ka wati."
Idiot,He lolo; he hupo.
Kina,Hookolokoloia.
Kina,Ano like me John.
Kina,Ano like me Jane.
Stall,1. Keena hoopaa hooloholona. 2. Wahi kuai ma ka hale makeke.
Accident,He poino i ulia wale.
Restrain,E kaohi; e hoopaa; e keakea.
Abdicate,"1. E haalele aku. SYN. vacate. Abdicate the throne, e haalele aku i ka noho alii. Vacate the chair, e haalele i ka noho 2. E waiho aku. SYN. resign. To resign the office. E waiho aku i ka oihana."
Appeal,"Ap-pēal, n. 1. He palapala hoopii mai kekahi aha hookolokolo a i kekahi aha kiekie ae. 2. He olelo nonoi; olelo koi; olelo ao."
Appeal,"Ap-pēal', v. 1. E hoopii mai kekahi olelo hooholo. 2. E nonoi; e koi."
Hub,Ka laau waenakonu o ka huila. SYN. nave.
Shed,1. Hale malumalu; hale kamala. 2. He lanai.
Shed,"1. E hookahe. Shed rain, e hookahe aku i ka u'-a 2. E pale."
Free,"1. Kuokoa. A free man, kanaka kuokoa. 2. Mama; holo. A free horse, he lio holo. 3. A free wind, makani mahope mai."
Free,"1. E hookuu. 2. To free the mind, e hai pau loa i ka manao. 3. To be free and easy, e luana; e hoonanea."
Enough,Lawa. SYN. sufficient.
Control,n. Mana hoomalu; ka hoomalu ana.
Control,E hoomalu. SYN. govern.
Control,Mana hoomalu; ka hoomalu ana.
Silence,Neo; leo ole.
Silence,E hamau; e hoo-neo; e hoo-malie.
Finger,n. Manamana lima.
Bet,"Bĕt, v. E pili waiwai. He won the bet, Eo oia ma ka pili waiwai."
Spare,"1. Wiwi; olala. SYN. thin; lean. 2. Koe. A spare book, he buke i koe. 3. Kaawale. No spare time, aole manawa kaawale. 4. Aua. SYN. chary."
Spare,"1. E aua. SYN. forbear. 2. E hookuu. Spare me to go, he hookuu ia'u e hele. 3. E kokua. Spare a book, e kokua mai i buke. 4. E ahonui. SYN. be merciful."
Obscure,1. Powehiwehi; maopopo ole. 2. Haahaa; kaulana ole; ike ole ia.
Expect,E kakali.
Squirt,E ki wai; e kiki aku.
Droop,"Loha, mae; luhe'."
Celebration,Ka hookulaia ana; ka hookaulana ana.
Misty,Paa i ka noe.
Barter,"Bär'ter, v. E kuai waiwai no ka waiwai; e kuapo."
Ape,"Āpe, v. E hana e like me k e keko. 2. E hoohalike aku ma Ke ano hoopilimeaai."
Adapt,E hookupono; e hoopilipono.
Within,Iloko; maloko.
Favorite,n. He milimili; he punahele.
Porous,Pukapuka.
Temple,n. 1. Luakini. 2. Maha poo.
Evacuate,1. E haalele. SYN. quit; vacate. 2. E hoonaha' laau lapaau.
Furrow,Auwahao ke o'palau.
Curtain,"n. Paku'lole. Mosquito curtain, paku makika."
Wormy,"adj. 1. Kakani. Wormy potatoe, uala kakani. 2. Iloilo."
Liar,Mea wahahee
Drum,Pahu kani.
Comfort,E hooluolu; e hoona'na'.
Comfort,Ka oluolu ka noho ana; ka maha mai ka eha.
Barrel,"Băr'rel, n. Pahu barela."
Genesis,Ka hookumu ana.
Jolly,Lealea.
Decree,n. Kauoha; kanawai SYN. edict.
Decree,Kauoha; kanawai SYN. edict.
Deposit,"1. E hoomoe. Deposit money in the bank, e hoomoe dala ma ka baneko. 2. E waiho. Deposit money with you, e waiho i dala me oe."
Heartburn,Umaumanaha'; hahoa
Attract,"E ume. The sun attracts the earth, ume ka La i ka Honua. To attract attention, e ume i ka noonoo; or e ume i ka ike o ka maka."
Container,"n. He apu, he ipu; mea e paa ana."
Behavior,"Be-hāv'ior, n. Ka noho ana o ke kanaka; ka hana ana. SYN. conduct; deportment. Good behavior, ka noho a hana pono."
Adhesive,"Pipili. SYN. sticky. Mud is sticky, pipili ka lepo palolo."
Thresh,E hahau hua palaoa.
Arm,v. 1. E kahiko i na mea kaua. 2. E hoomakaukau i na lako no ke kaua.
Nurse,1. Kahu hanai. 2. Mea lawelawe no ka poe mai.
Nurse,"1. E hanai. 2. E malama i ka poe mai. 3. Nurse wrath, e hoomauhala."
Hoarse,Leo ha; hanupilo.
Insult,E hanawale; e hookokonoi'e.
Pillage,E hao wale. SYN. plunder.
Scum,Hu'a; huwa'.
Comrade,He hoa. SYN. companion.
Phantom,He lapu; he akua.
Cleft,He owa'; he mauae.
Interesting,SYN. pleasing.
Lather,Huwa; hua' o ke sopa me ka wai.
Whole,"1. Okoa. A whole number, he helu okoa. 2. Pau loa. Take the whole, e lawe pau loa. 3. Ola. The whole need not a physician, aole no ka poe ola ke kahuna lapaau."
Civilian,He makaainana pili ole i ka oihana koa.
Prisoner,n. He paahao.
Hunchback,Kuapuu.
Jest,He hana hoomake aka; he olelo akaaka.
Secretly,Maluhia.
Unwilling,Makemake ole; aua.
Clamp,He hao upiki.
Dedicate,E hoolaa.
Gratuitous,"Manawalea; uku ole. Gratuitous aid, kokua manawalea."
Situation,"1. Kanwahi; wahi. In a good situation, ma kauwahi maikai. 2. He oihana. SYN. occupation."
Margin,He kae; lie lihi. SYN. border.
Guess,E koho wale.
Attractive,"Aulii; onou. An attract woman, he wahihe aulii. Attractive vice, na lealea e onou ana."
Beam,"n, 1. He kaola. Beam of wood, he kaola laau. 2. Ke ana waena o ka moku; ka laula' o ka moku. 3. Na kaola o ka malamalama, beam of light"
Beam,v. E malamalama mai. SYN. shine.
Discount,Uku hooemi.
Jelly,Ka wai o na hua ai i bailaia me ke ko paa.
Benevolent,"Be-nĕv'o-lent, adj. Lokomaikai; manawalea; kokua i ko hai nele."
Quiet,1. Malie; malielie; na. SYN. calm; tranquil. 2. Pohala.
Sector,Hakina poai e moe ana mawaena o na hanai elua me ko laua pio.
Election,Ke koho ana.
Wheat,Hua palaoa.
Producer,Mea nana e hoohua.
Deceive,v. E hoopunipuni.
Deceive,E hoopunipuni.
Garland,Lei. SYN. wreath.
Yellow,adj. Melemele; olenalena.
Tripod,Laau kukulu panana.
Failure,n. 1. Ka haule ana. 2. Poho ma ka oihana. 3. Ka nawaliwali o ke kino.
Sneer,He loiloi; henehene.
Sister,"1. Sister of a brother, kaikuahine. 2. Older sister, kaikuaana. 3. Younger sister, kaikaina."
Unity,1. Lokahi. 2. Mea hookahi.
Premonition,n. He halia; he hihio no na mea e hiki mai ana.
Monastery,Hale o ka poe moneka.
Apply,"Ăp-plȳ', v. 1. E hoopili; he applied the rule, ua hoopili oia i ka rula. 2. E hoopaa. Apply your mind to your lessons, e hoopaa kou manao i kau mau haawina. 3. E hoopii. He applied to me far work, hoopii mai oia imua o'u i hana. SYN. ask, noi."
Prosecute,1. E hoopii kanawai. 2. E hoomau ma ka hooikaika.
Energy,I kaika oka manao; kuoo; Kamaehu. SYN. vigor; Spirit.
A,"1. Kekahi. A dog ran, holo kekahi ilio. 2. He. It is a dog. he ilio ia."
Converse,v. E kamailio pu. SYN. talk with.
Profit,E ao; e puka.
Profit,Puka; waiwai; pomaikai.
By,Ma; mahope; ma o. By-and-by. mamuli; kokoke.
Shrimp,Opae.
Extinct,"adj. Pio; nalo; nalowale. An extinct crater, he luapele i pio."
Cane,Kookoo. SYN. walking stick.
Perplexity,Mea hoolauwili ai.
Dentist,Kanaka hana niho.
Hearsay,Lono; lonolono-a'. SYN. rumor; report.
Nape,Ke ami o ka a-i
Penalty,Hoopai.
Christian,"adj. Ano kristiano. Christian name, inoa kristiano."
Christian,n. Haumana na Kristo.
Christian,.
Censer,Ipu kuni mea ala.
Elevation,1. Kahi kiekie. 2. Ka hookiekie ana.
Eli,Keiki hanai.
Important,Ano nui; waiwai nui.
Plunge,1. Elu; e kimo. 2. E hoo-u'.
Scythe,Pahi oki mauu.
Elbow,E hookuekue; e hook-ke'.
Irrigation,Ka hookahe ana i ka wai. SYN. watering.
Commerce,Oihana kalepa. SYN. trade; traffic.
Reverse,"1. E hoololi ae. Reverse the decision, e hoololi ae i ka olelo hooholo. 2. E hookahuli. SYN. overturn: invert."
Reverse,"1. Aoao kue. SYN. opposite. 2. Poino. Meet with reverses, e halawai me na poino."
Scorpion,Moo niho-awa.
Chimney,n. Puka uahi.
New,Hou. SYN. novel; fresh.
Gravity,1. Ke kaumaha; ke koikoi. 2. Ke koikoi o ka manao.
Slippery,Pahee; hanupanupa; lalawai.
Smother,1. E umi; e umi wale. SYN. strangle; stifle. 2. E paa ka hanu.
Kindness,Ka lokomaikai; ka oluolu. SYN. benevolence.
Beef,"Beef, n. I-o bipi."
Recover,1. E loaa hou ka mea i lilo. 2. E ola hou; konakonea. SYN. get well.
Occasion,"1. Wa. A suitable occasion, he wa kupono. SYN. opportunity. 2. Kumu. Give occasion, haawi i kumu."
Rounded,Poheoheo.
Shrivel,E mimino.
Royal,Alii.
Sovereignty,Ka mana kiekie.
Duster,1. Kahili no ka lepo. 2. He kuka pale lepo.
Announce,"An-nounçe', v. E kukala; e hoolaha. SYN. proclaim; publish."
Airy,1. Hamama i ke ea. 2. Lalelale. SYN. vivacious.
Pertain,E pili. SYN. belong.
Firstborn,n. Kamakahiapo; ka hanau mua.
Self,"Iho. For himself, nona iho. For myself, no'u iho."
Scrap,"Apana liilii; hakina; huna. A scrap of news, hunahuna nuhou."
Trudge,E maalo ae.
Haunt,"1. E loaa mau ma kauwahi. 2. E uluhia i ka lapu; ka daimonio. 3. Ala mau mai. The thought haunts me, ala mau mai ka noonoo ilokoo'u."
Excursion,Ka hele makaikai i kau wahi.
Surround,E hoopuni; e poai a puni.
Fate,n. Hopena.
Ordinary,Ano mau; maa. SYN. usual; common.
Selection,1. Ka wae ana. SYN. choice. 2. He olelo i waeia; mea i waeia.
Void,"1. Ole loa. Null and void, lilo i mea ole. 2. Akea; kaawale. A void place, wahi kaawale."
Enroll,E kakau inoa ma ka papa inoa.
Button,Pihi lole.
Button,E pihi.
Acceptance,"1. Ka ae ana e lawe. 2. Ka lawe ana. The acceptance of the report, ka lawe ana i ka olelo hoike."
Satisfy,"1. E hooko i ka makemake. 2. E hooia. SYN. prove. 3. E hoo-kaa. Satisfy a claim, e hookaa i ka ale. also hoo-na', 4. Satisfy thirst, e kena i ka makewai. 5. Satisfy hunger, e hoopau i ka pololi. 6. Satisfy the wants of a child, e hoo-na i ke keiki."
Serial,"He kumn manao, a kaao paha, i hoopuka liilii ia i kela me keia manawa"
Wine,Waina.
Flour,n. Palaoa.
Suds,Wai sopa.
Grammar,Hoike olelo.
Liability,"Ku. Liability to sickness, ku i ka mai."
Speckled,Kikokiko; kinohinohi. SYN. spotted.
Engaged,1. Lilo. SYN. spoken for. 2. Hoopalau. SYN. betrothed; espoused. 3. Paa i ka hana. SYN. busy.
Wages,Uku hana.
Mouthpiece,1. He wahaolelo. SYN. spokesman. 2. Mea paa i ka waha.
Perspiration,Hou. SYN. sweat.
Drudgery,Hana inea; hana luhi.
Average,"Av'er-aġe, n. 1. Averika; ke kaulike. 2. Adj. Ike mau ia. An average amount of rain, he u-ai ike mau ia. An average degree of understanding, he noonoo i ike mau ia. SYN. common."
Mutton,I'-o hipa.
Fidelity,n. Ke ano ku paa. SYN. faithfulness; integrity.
Opaque,Paa; hiki ole i ka malamalama ke komo.
Convex,adj. Poepoe owaho.
Pineapple,Hala kahiki.
Offering,Haawina; mohai.
Unsafe,Malu ole; pilikia.
Unsafe,Maluhia ole; pilikia.
Sweat,n. Hou.
Warranty,He palapala hoopaa. SYN. guarantee.
Snip,E oki; e ako.
Speed,E holo mama aku.
Speed,Mama ma ka holo; awiwi.
Signal,"He hoailona; hae hoailona. Pilot signal, hae pailota."
Signal,E peahi hoailona; e hoailona.
Signal,Kupanaha. SYN. remarkable.
Magnificent,Kamahao.
Bachelor,"Băch'ē-lor, n. Kanaka i mare ole. 2. Bachelor of arts, he inoa hanohano i haawiia i na haumana i puka pono aku mai ke kula nui."
Robbery,Hana powa; hao wale.
Wall,"1. Pa. Stone wall, pa-pohaku. 2. Pala. Wall of a house, ka paia o ka hale."
Item,Itamu; huna olelo.
Forbid,E pa'pa' aku. E hoole.
Stopper,Umoki; he popoi.
Afoot,Hele wawae.
Witticism,Olelo hoomakeaka.
Tide,"Kai. High tide, kai nui. Low tide, kai maloo. Ebb tide, kai emi. The tide flows, ke pii nei ke kai."
Protuberance,He puu; mea oi iwaho
Zero,n. He ole. SYN. naught; cipher.
Prompt,Makaukau; kuoo. SYN. ready.
Prompt,E paipai.
Education,Ka hoonaauao ana; ke ao ana. SYN. instruction.
Cultivate,"v. 1. E mahi. Cultivate the land, e mahi i ka aina. 2. Cultivate a friendship, e launa pu. 3. Cultivate the mind, e hoopiha ka naau i ka ike."
Hell,Gehena; ka luaahi.
Substitute,Pani hakahaka; hope.
Substitute,E pani.
Murderer,Kanaka pepehi kanaka.
Dismount,"E lele ilalo. Dismount from a horse, e lele ilalo mai ka lio."
Weakling,Mea ikaika ole; mea palupalu.
Six,E ono.
Adorn,"1. E kahiko a nani. 2. E hoohanohano. He adorns his profession, ke hoohanohano nei oia i kana oihana."
Oyster,Olepe.
Undergrowth,Nahelehele o ka ululaau.
Ancestry,"Ăn'çes-try, n. Ke kuauhau. SYN. line-age; birth."
Thus,Pe; penei.
Beach,n. Kahakai one; kaha one.
Ticket,1. Balota. SYN. ballot. 2. He pepa uku moku; uku kaa. etc.
