word,definition
hinu,"To anoint or besmear, as with oil or grease; to be smooth, shining."
hinuhinu,"Glittering, as polished stones. Bright, shining, splendid."
hio,Inside corners of a grass house where ghosts were said to have congregated.
hiō,"Slanting wind, i.e., a wind down a hill. (A.)"
hiohio,Whistling lure used in trolling.
hiolo,"To tumble down, as a wall; to stumble or fall down, as a horse; to roll away and pass into oblivion; to void, set aside, as a law."
hipa,Sheep.
hipa,To blunder in speaking.
Hipahipa,"Hip, hip, hurrah!"
hipahipa,"Hip, hip, hurrah!"
hipū,"Knot, fastening, anything tied."
hīpuka,Snare for the plover. Obs.
hīpuka,Snare for catching birds.
hipuʻu,"Knotty, as a string tied up in knots; tied fast."
hipuʻupuʻu,"To tie up, as a bundle; tied, fastened."
hiu,"Pebbles or small stones, polished and flat, used as counters in playing kōnane and other games. Also called ʻiliʻʻili."
hiʻu,Tail section of a fish.
hiu,To practice sorcery. (A.)
hiʻuwai,"A ceremony of purification was observed on a night late in the year by frolicking and bathing in the cold water. It was followed by a prepared feast and games lasting most of the next day. (KEP. 97, 193–194.)"
hiwa,"Clear black, applied mostly to sacrifices to the gods; a black kapa. See polohiwa."
hiwa,"Black, a very acceptable color for a sacrifice to the gods, including, of all things, a keiki hiwahiwa. (1 Tes. 2:8.)"
hiwa,"Black, clear black. Applied mostly to that which was used to sacrifice to the gods, as a black hog."
hō,Hoe; to hoe; colter of a hoe.
hō,"To wheeze, breathe hard; asthma."
hōʻā,To kindle a fire.
hoa,"To beat with a stick or stone, as on kapa."
hoa,"To strike, as in fighting; to club with a stick or rod."
hoʻaʻahu,"To clothe, to wear or put on clothing."
hoa ʻai,Eating companion. (1 Nal. 1:41.)
hoa aliʻi,Companion of a chief; a fellow chief. (FOR 6:266.)
hōʻaʻano,"Presumptuous; defying punishment; proud, daring, obstinate, self-confident."
hōʻaʻe,To violate a kapu.
hoʻāhewa,To find guilty. Also called hoana e hōʻeha kakakā.
hoahoa,Name of a mallet with which wauke (mulberry bush bark) was given its first beating to make it into kapa.
hōʻai,To thin with water to make a good consistency of poi.
hoʻai,To sew or stretch two pieces of kapa together; to thin poi with water in preparation for eating. (A.)
hōʻā ipuka hale,Ruptured appendix.
hoaka,Arch or lintel over a door. (Puk. 12:7.)
Hoaka,One of the kapu days; second day of the moon. See Time: Nights of the Lunar Month.
hoaka,Crescent of the new moon.
Hoaka,"Second night of the lunar month, with a crescent-shaped moon, a kapu day. A favorable day for planting. Lit., clear."
hoaka kākala,"Ailment, possibly a ruptured appendix. (PE.)"
hoakakeʻa,"Arch over the door, lintel."
hōʻaliʻali,Clear; to whiten.
hoaliʻi,Companion of a chief; a fellow chief. (FOR 6:266.)
hoʻalo,"To dodge, avoid, pass by."
hōʻalo,"To dodge, shun, escape from; working in spells."
hoana,"Stone for polishing canoes; whetstone, grindstone."
hoʻana,To measure. See ana.
hoana,"Hone, whetstone, grindstone."
hoʻānaʻē,To set apart; to stow away for future use.
hoʻāno,"Awe, reverence. See ano."
hoʻāpipi,Two canoes joined but not in the fashion of a double canoe.
hoʻāpono,Found not guilty.
hoʻāu,"To beat, as in washing clothes; to set a net; to swim."
hōʻau,To bring out and present on the altar of the gods at the heiau; to offer a sacrifice.
hoʻawa,"Native tree (Pittosporum hosmeri) growing to about 20 feet. It has woody or leathery valved fruits, the outer layer of which was pounded up and used medicinally to apply externally to sores. (NEAL 382.)"
hōʻawa,"Genus Pittosporum, twenty-three or more species of which are in Hawaiʻi. (NEAL 382.) See Plants: Uses."
hōʻawa,"All Hawaiian species of the genus Pittosporum. They are trees and shrubs with narrow leaves clustered at branch ends, and thick-valved fruits containing two to many smooth seeds surrounded by a thick, sticky liquid. The Hawaiians used the outer layer of the fruit valves medicinally, pounding it up for application externally to sores. (NEAL 382.) There are twenty-three species of genus Pittosporum in Hawaiʻi, and perhaps more."
hoa waʻa,Tackling or rigging for a canoe; tying on the ʻiako (out- rigger boom). (A.)
hoe,"To paddle a canoe; a paddle. The words oar and row were not used by the early Hawaiians. They were amused to see Captain Cookʻs men rowing a boat and laughed at the rowers, seated backwards, who could not see where they were going. (KILO.)"
hoe,"Paddle for a canoe, oar for a boat; to paddle, row."
hoehoe,"Shoulder blade, so called from its resemblance to a canoe paddle."
hoehoe,"Sorrowful sound, as played on a nose flute."
hōʻelemakule,To act or behave like an old man.
hoʻēmiemi,"To hesitate, doubt; to shrink back, as the mind."
hoene,Medicine for abortion; abortion; to use a douche or enema for cleansing purposes.
hoe uli,"Paddle used for steering, a rudder."
hoʻóho,What we call halloo is hoʻóho in Hawaiian.
hohoa,To smooth kapa by beating. This term is applied to the first process in beating. In some cases it means to beat kapa after coloring so that it may be soft.
hohoa,"War club or kapa beater used as a club; to strike, as in fighting. See pāhoa."
hohonu,"The deep (i.e., the sea)."
hohonu,"Deep, profound. He kanaka hohonu o kea ʻike, a man with profound knowledge. (PE.)"
hohopa,"Spare in frame, as a man. He kanaka hohopa, a thin, spare man."
hoʻi,"State of marriage among chiefs; to intermarry, as a chief marrying the daughter of a brother or sister in order to increase the rank of the offspring."
hoʻi,"To return, go back."
hoi,"Bitter yam (Dioscorea bulbifera), a vine with a round stem, heart-shaped leaves, small tuberous roots, and round aerial tubers (ʻalaʻala) at the leaf axils. Neither the root nor aerial tuber were commonly eaten except in time of famine. (NEAL 230.)"
hoi,"Wild, bitter yam (Dioscorea bulbifera), called piʻoi on Kauaʻi. It is a vine with a round stem, heart-shaped leaves, and small tubers (laʻala) that develop on the aerial stems and produce plants when they fall off. It is prolific and an uncultivated plant. The aerial tubers are poisonous but in time of famine can be eaten if thoroughly washed and cooked. (HP 167–168.)"
hōʻihi,Reverence.
hōʻiʻi,"Stingy, close dealer, parsimonious; oppressive of the weak and poor."
hōʻike,Gathering of various Sunday School classes for recitation and hymns of biblical lessons at Hawaiian churches.
hoʻīlo,"Rainy or wintry months, in contrast to kau, the summer season."
hoʻina,Parting gift after a feast.
hōʻiʻo,To grow thick. The Hawaiian hōʻiʻo ferns grow so thickly that it is difficult to walk through the matted growth. (NEAL 745; KILO.)
hōʻiʻo,Large native fern (Athyrium arnottii). (NEAL 25.) See Plants: Uses.
hōʻiʻo,Large native fern (Athyrium arnottii) with subdivided fronds. The young unrolled fronds can be eaten raw with freshwater shrimp or with salted salmon. Pohole is the Maui name. (NEAL 25.)
hōʻiu,"To lay a kapu upon a person, place, or thing, meaning to make sacred. Iu kahi o ke aliʻi, ano, makaʻu, sacred is the place of the chief, it is consecrated, it is feared."
hoka,Hoax; frustrated; to be ashamed because of failure. (Roma 9:33.)
hoka,"To squeeze or strain, as liquids through fibers; to press, take hold of, gather up."
hōkai,To blunder along; nuisance.
hōkale,Hard secretion in the flesh; kernel.
hōkeo,Elongated gourd used as a container for fishing gear including lines.
hōkeo,"Gourd calabash for clothes when traveling in a canoe; large, high, straight gourd or calabash for the wardrobe of the chiefs."
hōkeo,Lower of the two gourds of a drum. (A.) Also called ʻolo.
hōkeo,Variety of sweet potato. (HP 141.)
hōkeo kani,"Wind instrument, as in a band."
hoki,"In early times the word was applied to horses (from which it derives), later to donkeys, and still later to mules. A horse is now called lio."
hoki,"Through a strange confusion of the English names, hoki means mule, and miula is the word for jackass (which sometimes receives its proper title, kēka- ke)."
hōkiʻi,"Pining sickness; low in flesh; phthisis, consumption, tuberculosis. (Isa. 10:18; Oihk. 26:16.) See hanou, nae."
hōkio,Small gourd whistle; musical pipe played with the mouth. (1 Sam. 10:5.)
hōkiokio,"Wind instrument, pipe, gourd; to whistle. (Isa. 5:12.)"
hoko,"Fleshy, movable part of a fat man; buttocks."
hoko,"Fat or fleshy, as buttocks or thighs."
hoku,Thin in flesh; asthma.
Hoku,"Fifteenth night, a day that succeeds the night of the full moon. It is well liked by farmers."
hokua,Lower and back part of the neck where it joins the shoulders.
Hōkū-ao,"Morning star. Applied to the planet Venus when it is in the proper position. It was used in navigation to Hawaiʻi from Tahiti. Also called Hōkū-aliʻi, Hōkū-loa."
Hōkū-ao,"Morning star, Venus."
Hōkū-hoʻokele-waʻa,"Sirius. Its appearance was the signal for sailing on a voyage. Lit., star canoe-guiding."
Hōkū-ʻiwa,"Hawaiian constellation. Lit., star frigate-bird. (PE.) Perhaps the constellation Bootes."
Hōkū-keʻa,"Southern Cross. See Newa, Newe. Lit., star cross."
Hōkū-komohana,"Morning star; Venus. Lit., star western."
Hōkū-leʻa,"Arcturus, the zenith star for Hawaiʻi. It moves directly overhead in Hawaiʻi. Lit., star clear or joyful."
Hōkū-loa,"Morning star, Venus."
Hōkū-noho-aupuni,"Milky Way. Also Kau, Lele-aka, Leileona, Pae-loa-hiki."
Hōkū-pā,"Constellation Leo. Lit., star fence."
Hōkū-ʻula,"Lit., red star. In tradition it might be Mercury, but from the Hawaiian meaning, red star, it might be Antares, principal star of Scorpio."
hōkū welowelo,"Comet, from its tail of light. Lit., streaming star."
hola,"To poison or intoxicate fish, preferably in the daytime. See"
hola,Neal lists the three together as a perennial herb with more or less woody stems and slender branches (Tephrosia purpurea). Some distinctions can be suggested: I use ʻauhuhu as the name of the stupefying or poisoning plant. Hola is the name of the method of killing fish by poisoning. ʻAuhola would designate the plant for this specific purpose. (KILO.)
hola,"Oʻclock, hour, time. Hola ʻehia keia? What time is it?"
holahola,Small surround-net used in shallow water with a drug from the ʻauhuhu plant.
hole,Rasp.
hōlei,Small tree (Ochrosia sandwicensis) that formerly supplied bark and root for a yellow dye for kapa.
hōlei,"Rare Hawaiian tree (Ochrosia compta), related to the hao (Rauvolfia spp.). A yellow dye for kapa was once extracted from the bark and roots. (NEAL 691.)"
hōlei,Variety of sweet potato. (HP 141.)
hole iʻe,To groove or carve figures in the iʻe (kapa beater). Those who worked on the iʻe preparation also pounded the kapa.
hole ʻie,"To peel the bark from the ʻie, vine for basket making; one who carved figures on the kapa beater."
holili,Sweet potato with underdeveloped vine. (NP 126.)
holina,Haul in!
holina,"Haul in!, as applied to fish or sails."
holo,Noose.
holo,Running hula step to the side. Similar to kāholo but feet are not necessarily together. (PE.)
holo,To move swiftly.
holo ʻai,"Food package, especially a ti-leaf bundle of hard poi. (PE.) See kīholo."
holoholo,Ancient sport of kicking a ball adorned with feathers.
holoholo,To sail aimlessly.
holoholo,To take a walk.
Holoholo-pīnaʻau,Planet Mars. See Mareka.
holokahiki,Sailor; to sail to other lands.
holomoku,"Sailor, canoe passenger, anyone who rides."
holomoku,"Sailor, seaman, passenger; anyone who sails."
holopapa,Corner shelf for storing kapa; rack made of sticks.
holouka,"To break wind. Makani uka, wind from behind."
holowaʻa,Fishnet. No data.
holu,"Depth of the sea; the deep ocean; flood tide. (A.) Ripple, as waves. (PE.)"
hōlua,The sled and the downhill course involved in the sliding.
hōlūlū,Mid-tide.
homa,To be thin in flesh; to be disappointed or baffled in oneʻs efforts to do something.
hone,Honey. This word may have been coined in 1857 when bees were first brought successfully to Hawaiʻi.
hone,"To prick, as a sharp thing. Me ke wahi kaikele la is e hone nei iloko o ka manaʻo, like a needle it pierces into thought."
hone,"To be saucy; to tease, play pranks."
honehone,"Playing tricks, teasing, fretting; not letting someone alone."
honekoa,"To rail; to be saucy. Lit., to be bold. (A.)"
honi,To kiss; a kiss.
honi,To press noses.
honi,"To smell, as an odor; to sniff, as a perfume."
honihoni,"To kiss or smell repeatedly, sniff. (PE.)"
honina,Kapa dyed with turmeric and used as a sarong. (PE.)
hono,Kapu where every man must hold his hands in a particular posture; kapu ceremony involving chiefs.
hono,Back of the neck.
hono,Place where a wind meets an obstacle and is reflected back. (A.)
honohono,Wandering Jew (Commelina diffusa). (NEAL 185.) See Plants: Uses.
honohono,"Wandering Jew (Commelina diffusa), a low-creeping weed with small, irregularly-shaped, bright blue, paired flowers. They last but a day. In Hawaiʻi it is a rapid-growing, succulent plant, covering the ground even in the shade. Honohono is relished by cattle and is used as food in dairies. It is sometimes eaten raw or cooked by humans. (NEAL 185.)"
Honolulu,"Capital city, largest in Hawaiʻi. Old names for the harbor were Hou and Mamala. Its most famous landmark is Diamond Head Crater; another is the National Cemetery of the Pacific; and a third might be the Aloha Tower on the waterfront."
honu,Sea turtle or terrapin forbidden as food for women under pain of death.
honu,Design for a Niʻihau mat. (PE.)
honua,Middle section of a canoe.
honua,"Ground, land, earth."
honua-ʻula,"Variety of sugarcane, a dark brown-red mutant of manulele. The leaf sheath and leaves are purple. Newly striped stalks are a dirty brown. It was formerly used as a medicine and is one of the best canes for eating raw. It was one of the early canes used in love making. Lit., red earth."
honuhonu,"To swim with hands only, feet being interlocked; to crawl like a turtle. Players wrestled while seated, as in hākōkō noho."
hoʻoā,"To retch, vomit; to heave with nausea."
hoʻohahu,"To purge, as with a cathartic."
hoʻohākālia,"To delay, draw out the time."
hoʻohala,"To dodge, turn aside."
hoʻohalahala,"To complain, find fault, criticize."
hoʻohānau,To bring forth a baby. This word was mostly used in connection with the application of medicines designed to effect premature parturition.
hoʻohānau,"This word was mostly used in connection with medicine designed to effect premature parturition. In modern times it carries the sense to beget or cause to be born, although it is not used in this sense by the Hawaiians themselves. Midwife; obstetrician."
hoʻohānau hou,To baptize.
hoʻohehelo,"Proud, particularly of oneʻs dress or appearance."
hoʻohehelo,"To be deceitful, proud; to be proud of oneʻs appearance or dress."
hoʻoheihei,"To run swiftly, take part in a race."
hoʻoheihei,To drum; to beat the heiau drum; a playing of the drum.
hoʻoheno,"To love, cherish."
hoʻoheu,"To grow, sprout, germinate."
hoʻohiahia,Outward appearance of gentle-heartedness without the substance; to be good; honorable; noble in aspect and deportment. (A.)
hoʻohialaʻai,To encourage stuffing with food.
hoʻohie,"To be proud, haughty, and carry a high head. (A.)"
hoʻohihiu,"To cause fear; to make afraid, hence, to make wild, untamed."
hoʻohiwahiwa,To treat as an important friend; to honor; to adorn.
hoʻōho,"To exclaim, shout, halloo; exclamation. (Puk. 24:3.)"
hoʻoholo,To move swiftly.
hoʻoholoholo,"To hold court; judiciary; trial. Lit., to crawl on hands and knees, a posture of humility in ancient times."
hoʻoholoi,To pretend to wash.
hoʻohopohopo,"To cause doubt, fear, anxiety."
hoʻohui,"To cause a union among two or more things; club, partnership, association."
hoʻohuli,To turn over; to cause an overturn; to convert.
hoʻoilo,"Rainy season or wintry months in contrast to kau, the summer season. (Kin. 1:14.)"
hoʻoilo,"Rainy or wintry months, in contrast to kau, the summer season."
hoʻoipo,"To woo, court. Ipomanuahi, mistress."
hoʻokaʻau,"Witty, clever, entertaining. Hoʻokaʻauʻana, time spent pleasantly."
hoʻokāʻau,To pass time pleasantly and entertainingly.
hoʻokāʻau,"Witty, entertaining, clever, humorous. (PE.)"
hoʻokaha,"Someone guilty of extortion, who strips people of their property, perhaps with their knowledge but not their consent. (A.) To extort. (PE.)"
hoʻokahakaha,To pile kapa in a heap for one to sit on or be car- ried about; to make a display; to exhibit finery.
hoʻokahēkahē,"To wash dishes slovenly; to water, as land; to drain, as land; to cause to flow."
hoʻokāhiko,To deck out in finery.
hoʻokakaʻa,Racing by rolling cart wheels. (KILO.)
hoʻokakani,"To have the itch. See maiau, meʻeau, maneʻo, meneʻo."
hoʻokala,"Sharpener, whetstone."
hoʻokama,"Adopted child, more like a godchild. Adopting parents might assume some or none of the childʻs or personʻs physical care. No adoptive papers were prepared as was often done in later times for a hānai child. (KILO.)"
hoʻokamalani,To be partial; to make one a favorite; seeming to be worthless to everyone except the chief; to lavish favors on a mischievous child.
hoʻokananuha,To cause sulkiness; hearing impaired. (Heb. 5:4.)
hoʻokānāwai,"To impose a law. Hoʻokānāwai akula is i kona wahi i hele ai, ʻaʻole e hele hou; hoʻokānāwai akula i na makamaka, he made a vow not to go again to that place; he made a rule not to associate with those friends. (PE.)"
hoʻokāne,Platonic relationship initiated by the woman.
hoʻokāne,To offer oneself as a husband.
hoʻokano,"haughtiness, pride, self-sufficiency, conceit. (Ezek. 3:7.)"
hoʻokapu,To place under a kapu. See koʻokapu.
hoʻokāpūhi,"Witty, smart. This word is said to have been peculiar to Oʻahu."
hoʻokaʻulua,To procrastinate; to be slow in obeying a command; to postpone a work; to cause to delay.
hoʻokāwala,To throw with force.
hoʻokē,To blow the nose.
hoʻokē,"To crowd at the door of a house; to elbow oneʻs way; to force oneself into possession, as a foreigner."
hoʻokehakeha,"To be proud, high-minded; to imitate a chief in manners and dignity."
hoʻokehakeha,"To be puffed up with pride; to be self-glorifying. (A.) To act proudly; pride, dignity. (PE.)"
hoʻokelakela,"To boast, brag; to show partiality; to show-off. (Hal. 10:30.)"
hoʻokiʻekiʻe,To lift up.
hoʻokiʻekiʻe,"Pride, haughtiness; overwhelming in conduct. (Nah. 15:30; A.) Overbearing, disrespectful to older people. (PE.)"
hoʻokiʻi,"Thin; lean in flesh; close, parsimonious. (Isa. 34:4.)"
hoʻokiʻikiʻi,"To cause to swell out, as the breast or stomach. (HPL.)"
hoʻokili,"Fine, gentle rain, a form much beloved."
hoʻokilo,"Wasted in flesh by illness; to waste away, as by consumption."
hoʻokio,any flutelike sound.
hoʻokiwi,"To stagger, as in drunkenness."
hoʻokohu,Favorite or chosen one; one appointed first to a post of duty. (A.)
hoʻokoko,"To spill blood; to flow, as blood; angry."
hoʻokokohi,"Threatening, as a cloud. He ao hoʻokokohi, threat-ening, as a thick, black cloud."
hoʻokokōhi,"Stunted, slow to grow."
hoʻokolokolo,To call to account; to try in court; to investigate by questioning.
hoʻokolonuha,To cause sulkiness; hearing impaired. (Heb. 5:4.)
hoʻokomo,To dress another person.
hoʻokonokono,"To set on, as dogs or men; to fight."
hoʻokū,To hold water with the paddle when sailing a canoe.
hoʻokuʻekuʻene,"To move back and forth, as a fan in cooling; to wait on someone; to cool with a fan."
hoʻokuke,"To drive off, throw away, banish."
hoʻokukū,"To eat to uncomfortable fullness, eat voraciously."
hoʻokuli,To bribe someone to disobedience; to give oneʻs property away for an evil purpose; to turn away from hearing; to feign deafness.
hoʻokuloukulou,"To bend over, as in sorrow or pain."
hoʻokunu,To cause to cough.
hoʻokuʻoʻi,"To limp, walk with unequal steps. (HPL.)"
hoʻokuʻoʻi,To feel jealous of another for some real or imagined advantage. (CMH.) To limp with unequal steps.
hoʻokuolo,"To shake, as with the palsy."
hoʻokupa,"To cut, dig, and hew when routing the hollow of a log into canoe shape."
hoʻokupaianaha,"To amaze, surprise, to seem wonderful, strange, extraordinary."
hoʻokupu,Church offering. (Ezera 6:8.)
hoʻola,Word applied to a single kapa; a small piece of kapa. The word hoʻola is used in place of kapa on Kauaʻi.
hoʻolaʻau,Cramp; to be afflicted with a cramp.
hoʻolaʻa waʻa,Ceremony of consecration of a canoe.
hoʻolāhui,To lay under a kapu; to consecrate.
hoʻolala,To change course in sailing; to tack. See pūnini.
hoʻolana,"Indifference to moral principles. (A.) Cheerful, unworrying; to encourage. (Mat. 14:27; PE.)"
hoʻolaoa,Hook for catching eels.
hoʻolaʻola,"To gurgle, as water when drinking; to gargle."
hoʻolapa,Swelling or rising of a blister.
hoʻolauaʻe,"To cherish, as a memorable person or occasion."
hoʻoleilei,"To swing, scatter, juggle; juggling."
hoʻolele lupe,Kite flying.
hoʻolewa,Funeral. (PE.)
hoʻolewalewa,Two-and-a-half-inch-mesh gill net suspended from the side of a canoe in deep sea fishing. (DK.)
hoʻolohe,"To cause to hear; to listen, obey."
hoʻolono,"To listen, obey, keep; obedient."
hoʻolua,"To cook over again, bake twice."
Hoʻolua,"Rain that accompanies the north wind, ke ua Hoʻolua, he ua nui no ia."
Hoʻolua,"Strong north wind; name of the rain accompanying said wind, made famous in a song."
hoʻoluahine,To dress and act like an old lady.
hoʻoluaʻi,To vomit; to expel from the stomach; to cause vomiting.
hoʻoluluhi,Thickening weather; heavy and dark clouds gathering before a storm.
hoʻoluʻu,"Dye, color; to dip into coloring matter; to dye. (Puk. 25:5.) To dye, as a garment in a liquid. (Hoik. 19:13.) See waihoʻoluʻu."
hoʻoluʻuluʻu,Catching fish in a basket while diving. (A.)
hoʻoluʻuluʻu,To dive and take fish in a basket (hīnalea).
hoʻomāhanahana,"Name of one of the last kapus; to relax a kapu during a long, strenuous session. (MALO 160, 176.)"
hoʻomahu,To eat sparingly.
hoʻomāikeike,To cause to know well; to make known and understandable.
hoʻomainaina,"To anger, cause anger."
hoʻomaio,To cause thinness; to have little flesh on the bones; to be lame in the hip joint; to be weak in the muscles of the thigh; sore caused by friction of the malo over the hip.
hoʻomakakiu,"To watch with a jealous eye; to lie in wait to do evil with a design to surprise. (A.) To spy, watch, reconnoiter. (PE.)"
hoʻomakaʻu,"To cause one to fear; to frighten, make afraid, terrify."
hoʻomakauliʻi,One who feigns friendship and eats with another while he awaits an opportunity to injure him; one acting with cunning and duplicity.
hoʻomake,"To kill, cause death."
hoʻomākeʻaka,To make laughter; to exercise wit; witty.
hoʻomakua kāne,"To act, claim, or treat as a father. (PE.)"
hoʻomalimali,To flatter. (Hal. 38:76.)
hoʻomaloka,To be sluggish mentally; to be stupid; to be unbelieving; to disobey the command of a chief. (1 Kor. 7:12.)
hoʻomalu,"To bring under the protection of; to shelter, care for."
hoʻomanakiʻi,Practice of worshiping idols; idolatry. (A.)
hoʻomānalo,"Pork, ʻawa (a red fish), a sand crab, and makaloa (a perennial sedge) were all buried at the site of a projected build- ing to neutralize any evil that lurked in the ground."
Hoʻomanalonalo,"Planets Venus and Jupiter. Other names are Iao (Morning star); Ikiiki (Jupiter); Ikaika (Jupiter); Mānalo, name reported for both Venus and Jupiter."
hoʻomanawanui,To take plenty of time; a good time is coming; be patient.
hoʻomano,To tease and pursue importunity. (A.)
hoʻomāʻona,To fill oneself with food.
hoʻomauakala,To be lazy; to go about doing nothing; to laugh with scorn; to accuse falsely.
hoʻomauiui,To bruise a previous bone break or renew an old sprain.
hoʻomauleho,To oppress; to make someone work long hours and every day without wages.
hoʻomikanele,To act like a missionary. (CMH; PE.)
hoʻomoe,To club down an opponent.
hoʻomoʻo,To persist in levying taxes upon the people; to urge or force people to give their property for such purposes as the rulers needed. (A.)
hoʻomoʻomoʻo,To beat mulberry bark soaked in sea water into moʻomoʻo preparatory to beating it into sheets; second- or third-grade kapa that has been pieced together. See Kapa: Kapa Beater.
hoʻonahā,To clean the bowels with a purgative.
hoʻonāhili,"To waste time by blundering or wandering off; to linger, hesitate."
hoʻonanea,To pass time pleasantly; to relax; to be contented and at peace.
hoʻonani,"To adorn, decorate; to honor, glorify."
hoʻonapele,To digest food.
hoʻonē,"To be fretful; to ask for food, as a child; teasing, nagging."
hoʻōne,Pumice; to rub and polish with sand. (PE.)
hoʻonēnē,"Native singing crickets (family Gryllidae, order Orthoptera). One of these (Paratrigonidum spp.) is a good singer, the other (Prognathogryllus) is an incredible music maker. Natives showed Cook some singing snails, pūpū kani oe, but in reality crickets close to the snails were doing the actual singing. Specimens were taken to England and only later did scientists learn how they had been fooled. There are, of course, non-singing crickets in Hawaiʻi."
hoʻoniau,"To leave oneʻs company secretly and go away, generally for some evil purpose. (A.)"
hoʻonoa,To free from kapu.
hoʻonoho,Bone hooks lashed together; two points on one shank. (MALO 79.)
hoʻonuʻu,"To stuff to fullness, eat greedily."
hoʻoʻoma,Carpenterʻs gouge.
hoʻopaʻahao,"To imprison, jail."
hoʻopae,"To go ashore from a canoe, boat, or vessel; to beach a canoe."
hoʻopahu,To beat the pahu (drum).
hoʻopahuʻa,"To dance, sail against the wind, move sideways; the spear dance."
hoʻopāhuʻa,To sail in a zigzag manner; to beat against the wind.
hoʻopahulu,Things seen in dreams; to cause a nightmare; to haunt; to bring bad luck. (PE.)
hoʻopahūpahū,"To do a thing quickly; a drumming or thrumming on a pahu or a drum. Pahūpahū ke kūlina, the corn explodes or crackles."
hoʻopaʻi,To punish according to law.
hoʻopaʻi,Design with parallel lines on a kapa beater. (PE.)
hoʻopailua,"To nauseate, induce nausea."
hoʻopakika,To make slippery; to slip or slide in walking.
hoʻopālaha,To cause to fall; to push over.
hoʻopalai,Confused; to cause one to turn his face away; ashamed.
hoʻopalani,"To cause a strong offensive smell, as that of tar, sulphur, etc."
hoʻopālau,"To engage to marry; to betroth, as parents a daughter or a son."
hoʻopāpā,"The condition of a female having a board tied to her abdomen, a taboo to sexual relations. (MALO 138.) hoʻopiʻopiʻo. Licentious revel. (CMH.)"
hoʻopapa,Condition of a woman with a board tied to her abdomen to secure conception.
hoʻopāpālima,"To touch, join, or shake hands, as confirmatory of a previous engagement. An ancient practice."
hoʻopēpē,Baby; to act like a baby.
hoʻopī,"Persons economical in their use of food, in contrast to those who were wasteful."
hoʻopiʻipiʻi,"To beat against the wind, as in a sailboat; to ascend, go up; to raise the cud, as ruminating animals."
hoʻopilimeaʻaʻi,A person serving another merely for a living.
hoʻopīnana,"To pitch and toss, as a vessel in a storm. (A.)"
hoʻopiʻopiʻo,"To perform ceremonies with medicine sorcery in order to kill. The god to whom such a prayer was made was Pua. (A.) A form of sorcery in which the practitioner touched a part of his own body in the same place as the victimʻs pain. Were the victim to see him doing this, he could imitate the action and send the black magic back. (PE.)"
hoʻopoha,"To burst, as the contents of a boil."
hoʻopohala,To recover from illness through rest and quiet.
hoʻopōkole,To abbreviate.
hoʻōpū,Stomach. No data. (CMH.)
hoʻopuʻe,To hill up potatoes. (CMH.)
hoʻopuehu,"To scatter, disperse, rout."
hoʻopuehu,"Scattered, as a fleet of canoes in a storm; to be blown away, as dust in a wind; to be routed, as an army in retreat; gone."
hoʻopuhi,"To blow, cause to blow. Fig., to steal. (PE.)"
hoʻopūʻiwa,"To be scared suddenly; to be startled, astonished."
hoʻopulakaumaka,"Person with ambivalent feelings toward another, cherishing or wishing to injure."
hoʻopulapula,To propagate by planting cuttings; to start seed-lings.
hoʻopulu,To soften wauke by soaking in water until it becomes paste-like.
hoʻopuʻua,"To choke; to be in labor, as in childbirth."
hoʻoūka,"To attack, rush upon, as in a battle. La hoʻoūka, day of battle."
hoʻoukiuki,"To insult or offend, hence, to irritate."
hoʻoūlu,"To grow, sprout."
hoʻouluhua,"To annoy, weary, irritate."
hoʻoūnaūna,To send someone to perform a part in the ʻanāʻanā or hoʻopiʻopiʻo (sorcery).
hoʻowa,"To retch, vomit; to heave with nausea."
hoʻowahine,To take as a wife.
hoʻowehiwehi,"To adorn; to decorate, as with flowers."
hoʻowilimoʻo,"Ceremony during the dedication of a luakini or war temple using the sacred prayers, ʻaha, hulahula."
hoʻowiliwili,Circle.
hope,Stern of a canoe.
hopepe,"Humble, depressed, downtrodden, as the people of a hard, cruel chief. Lit., to mash fine. (A.)"
hopilo,To relapse after a partial recovery from sickness.
hopilole,"To eat slowly and carefully, as a sick person."
hopo,"To fear, be afraid."
hopohopo,"Fear, fright, anxiety, uncertainty."
hopu,"To seize upon, as something escaping; to arrest, take as a prisoner. (Lunk. 21:21.)"
hōpue,Native tree (Urera sandvicensis) related to the olonā. It once supplied bark fiber used for fishnets. Also called ōpuhe. (NEAL 320.)
hou,"Surge wrasse (Thalassoma purpureum). A shallow-water fish many of whose young have Hawaiian names: kanaloa, ʻōlale, ʻōlani, pakaiele, pāʻouʻou, pūhi ʻāwela. Grows to 18 inches."
hou,"Certain islands have different names for this cane. Deep purple-red and green-striped, much like the ʻaki lolo. It produces mutants of yellow and solid red similar to nānahu and pili-mai. Named after the hou, surge wrasse fish (Thalassoma pupureum) for its coloration."
houhou,Game in which participants throw the spear or javelin.
houpo,"Thorax, region of the heart. (Isa. 60:5.)"
houpo,Palpitation or fluttering of the heart.
hōʻupuʻupu,"To tell lies, as in giving a false alarm or accusing another in order to clear oneself of suspicion. (CMH.)"
hū,"A top. Hū kani, a humming top."
hū,The grunt of the hog is hū (hoggish men are called ʻukā).
hu,"Class of common people. Closely synonymous with makaʻai nana. Lit., people that cultivate the soil."
hua,Swelling at the broadest section of the canoe paddle.
