word,definition
Lenalena,"Landing, Kalaupapa, Molokaʻi. Lit., yellow."
Likelike,"Dive site, wreck, Keaweʻula, Hawaiʻi. An interisland steamer bound for Māhukona with a hold full of coal for the Kohala Sugar Company Railway, the Likelike sank in 1897 and was rediscovered by scuba divers in 1976. A 592-ton wooden steamer built in 1877 by Dickie Brothers, a San Francisco shipbuilder, she was named for Princess Miriam Likelike Cleghorn (1851-1887), who was her sponsor and a passenger on the maiden voyage to Honolulu. Princess Likelike was married to Archibald Cleghorn, and they were the parents of Princess Kaʻiulani.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Līpoa,"Beach, Kīhei, Maui. Narrow calcareous sand beach at the end of Līpoa Street. Literally, līpoa seaweed.<br> Nā Lepili <br> Tags: Maui limu <br> Papa helu loli"
Lōʻihi,"Seamount, Kaʻū, Hawaiʻi. Undersea volcano 20 miles off the southeast coast of the Big Island that is considered to be the next Hawaiian island. Dredge samples and underwater photographs taken in 1980 confirmed its location. The University of Hawaiʻi monitors activity at the volcano with instruments on its summit, approximately 3,000 feet deep. The instruments are connected by fiber-optic submarine cable to a cable station in Whittington Beach Park in Kaʻū. Lit., long."
Lono,"Harbor, Hale o Lono, Molokaʻi. Same as Hale o Lono Harbor. After the god Lono.<br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
Lōpā,"Beach, fishpond, surf site, Lānaʻi. Narrow calcareous sand beach fronting one of the four fishponds on Lānaʻi. Lōpā Fishpond, the only one with a mākaha (sluice gate) that connects it to the ocean, is also a bird sanctuary. The surf site is on the<br>shallow reef offshore. Lit., tenant farmer."
Luhi,"Beach, Waimea, Kauaʻi. Calcareous sand beach below the Russian Fort where, according to Captain Cook's journal, one of his crew members killed a Hawaiian, the first Hawaiian killed by a westerner.<br><br>Literally, tired.<br><br> Nā Lepili <br> Tags: Kauaʻi <br> Papa helu loli"
Lumahaʻi,"1. Beach, Lumahaʻi, Kauaʻi. Long, wide calcareous sand beach at the base of heavily vegetated sea cliffs; one of the widest beaches on Kauaʻi. Lumahaʻi Stream crosses the north end of the beach. Noted for its beauty, Lumahaʻi has been the subject of many paintings and photographs and has<br>provided the background for many advertisements, commercials, and movies, the best known of which was South Pacific in 1958. Also known as Nurses Beach. 2. Estuary, stream,<br>Lumahaʻi, Kauaʻi. The stream and estuary are at the north end of the beach and are noted for their waterbirds and ʻoʻopu, or native goby fish. ʻOʻopu spawn in mountain streams and their larvae are washed into the sea, where they spend the early part of their juvenile phase. The fish return to the mountain streams, where they grow into adulthood and live the rest of their lives. In addition to being one of the few freshwater fish that spends part of its life in the ocean, the goby is the only fish in the world that makes its way upstream by swimming and climbing. Gobies have suction disks on their chests that allow them to hold onto rocks while their back fins propel them upward."
Māʻalaea,"1. Bay, beach, Māʻalaea, Maui. Māʻalaea Bay is an important part of the Hawaiian Islands Humpback Whale National Marine Sanctuary. Although humpbacks are seen throughout the islands, they concentrate in the waters between the four islands of Maui County, where they calve, nurse, and mate. Māʻalaea Beach is a narrow calcareous sand beach approximately 3 miles long and backed by low dunes at the head of the bay. The northeast end of the beach is also known as Sugar Beach. 2. Small boat harbor, Māʻalaea, Maui. Constructed in 1952. Facilities include eighty-nine berth/moorings, a ramp, a drydock, and a vessel washdown area. 3. Surf site, Māʻalaea, Maui. On the northeast side of the entrance channel to the small boat harbor. The steep, hollow, plunging waves here form one of the longest and fastest rides in Hawaiʻi and possibly in the world. Surfer Magazine (established in 1960) has rated it as one of the ten best waves in the world and the fastest-breaking right in the world. Also known as Māʻalaea Pipeline, Pipeline. 4. U.S. Coast Guard station. On the shore of the small boat harbor. 5. Beach, Hālawa, Molokaʻi. The westernmost of the two beaches in Hālawa Valley that is used as an anchorage and boat launching site. Lit., ocherous earth beginnings. Māʻalaea is a contracted form of Makaʻalaea."
Mahakea,"Beach, estate, Lāʻie, Oʻahu. North section of Kokololio Beach between Kokololio Stream and Pali Kiloiʻa, the limestone point at the north end of the beach. Mahakea is the name of a beach estate that is used as a retreat by Hawaiian Electric Company executives. The house and land were purchased in 1952. The beach took its name from the estate. Lit., fallow fields."
Mahana,"Beach, Kahuku, Hawaiʻi. Green sand beach at the base of Puʻu o Mahana, a littoral cone formed during an ancient eruption of Mauna Loa. Also known as Green Sand Beach.<br><br>Literally, warmth.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Mahi,"Dive site, Waiʻanae, Oʻahu. One of the three most popular dive sites on Oʻahu. The Mahimahi was a 165-foot navy mine-sweeper sunk in 1982 as an artificial reef at 90 feet. The name of the ship is commonly shortened to Mahi.<br><br>Literally, dolphin fish.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Māʻili,"1. Beach park (39.6 acres), Māʻili, Oʻahu. Park on the shore that fronts most of Māʻili, from Māʻili Point to Māʻiliʻili Stream. 2. Point, Māʻili, Oʻahu. Rocky, undeveloped point that separates the communities of Nānākuli and Māʻili. Also known as Obake Point. Lit., lots of little pebbles. Māʻili is a contracted form of Māʻiliʻili and is commonly mispronounced ""Maile."
Mākaha,"Beach, Mākaha, Oʻahu. Calcareous sand beach on the shore of Mākaha Valley.<br>Beach park (20.6 acres), Mākaha, Oʻahu.<br>Cable Station, Mākaha, Oʻahu. Mākaha Beach is the landing site for a number of transpacific and interisland fiberoptic submarine cables. The first transpacific cable was installed in 1964 and the cables that followed are buried in a trench across the beach. Communications technicians staff the cable station twenty-four hours per day.<br>Point, Mākaha, Oʻahu. At the west end of the beach. Also: known as Kepuhi Point.<br>Surf site. World-famous surf site off the beach park. In 1954 Mākaha was the site of Hawaiʻi's first international surfing meet, the Mākaha International Surfing Contest.<br><br><br>Literally, fierce.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Makaʻi,"Fishing site, Waipiʻo, Maui. At the base of the sea cliffs at the north end of Waipiʻo Bay."
Makaiwa,"No base definition, only supplemental content.<br>1. Bay, beach, dive site, Mauna Lani, Hawaiʻi. Man-made, calcareous beach at the south end of the bay. The dive site is off the beach.<br>2. Surf site, Kapaʻa, Kauaʻi. Makaiwa is the name of an ancient surf site here that is mentioned by historian Abraham Fornander is his account of Moikeha, a famous voyager, who landed nearby at Wailua.<br>3. Beach, point, Halepalaoa, Lānaʻi. Calcareous sand beach at Makaiwa Point, the site of Club Lānaʻi.<br>4. Bay, fishing site, landing, Kailua, Maui. Former canoe landing and a fishing site noted for akule, or big-eyed scad.<br>5. Beach, landing, Punaluʻu, Oʻahu. Site of the former Punaluʻu Landing near Punaluʻu Stream.<br><br>Literally, mother-of-pearl eyes (as in an image).<br> Nā Lepili <br> Tags: Hawaiʻi Kauaʻi Lānaʻi Maui Oʻahu <br> Papa helu loli"
Makaleha,"Beach park (27 acres), Mokulēʻia, Oʻahu. Undeveloped county beach park on the north side of the Mokulēʻia Polo Field. The park is crossed by Makaleha Stream, which originates in Makaleha Valley in the Waiʻanae Mountains. A public-right-of-way connects Farrington Highway with the beach. Lit., eyes looking about in wonder or admiration."
Mākālei,"Beach park (.7 acres), Honolulu, Oʻahu. Small community park at the base of Diamond Head at the intersection of Mākālei Place and Diamond Head Road. Literally, fish trap, or the name of a supernatural tree that attracted fish.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Makaliʻi,"Beach, point, Punaluʻu, Oʻahu. Narrow calcareous sand beach on the point north of Kahana Bay.<br><br>Literally, tiny, or Pleiades constellation.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Mākao,"Bay, beach, surf site, Hauʻula, Oʻahu. Calcareous sand beach on the bay south of Hauʻula Beach Park. Chinese farmers lived and grew rice here. Ships traveling from China to Hawaiʻi often sailed out of Macao near Canton, and the name was associated with the former Chinese farming community. The surf site is at the edge of the reef on the south side of the bay. Literally, Macao.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Makapuʻu,"Bay, beach park (46.9 acres), dive site, head, point, surf site, Waimānalo, Oʻahu. Pocket of calcareous sand on the bay between Mānana (Rabbit) Island and Makapuʻu Point. The beach is in the lee of Makapuʻu Head (647 feet), the headland that is the easternmost point of Oʻahu and marked by a light at Makapuʻu Point. Literally, bulging eyes. A stone on the point below the light was said to have had eight protrusions resembling human eyes. The stone, a kinolau—the physical manifestation of a legendary woman named Makapuʻu—is no longer there.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Makaua,"Beach park (.1 acre), channel, Kaʻaʻawa, Oʻahu. Undeveloped roadside park north of Kaʻaʻawa. Makaua Channel is a wide, natural channel off the beach park that was cut through the reef by Makaua Stream. The nearshore section of the channel is used as a small boat anchorage. Literally, unfriendly.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Mākena,"No base definition, only supplemental content.<br>1. Bay, Mākena, Maui. Wide bay with several beaches east of Wailea and the site of Mākena Landing.<br>2. Beach, state park (164.4 acres), Mākena, Maui. Long calcareous sand beach adjoining Puʻu ʻOlaʻi at the east end of Mākena Bay. The park is undeveloped except for paved parking. Also: known as Big Beach, Long Sands, Oneloa.<br><br>Literally, abundance.<br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Mākila,"Beach, Lahaina, Maui. Also known as Puamana Beach Park. Lit., needle (the Maui word for mania, or ""needle"")."
Mākole,"Beach, Polihale, Kauaʻi. Same as Treasure Beach. Lit., red-eyed."
Mākoleʻā,"No base definition, only supplemental content.<br>1. Beach, Keāhole, North Kona, Hawaiʻi. Black sand beach on the shore of the 1801 lava flow from Hualālai. Several small brackish-water ponds are in the backshore.<br>2. Beach, Keauhou, North Kona, Hawaiʻi. Calcareous sand, black sand, pebble, and coral rubble beach at the head of a small cove fronting the Kona Lagoon Hotel. A wide tidal flat of pāhoehoe lines the foreshore of the beach. Mākoleʻā is the name of a legendary woman who lived here and who was said to be the most beautiful woman in Hawaiʻi.<br><br>Literally, glowing red eye.<br> Papa helu loli"
Mākua,"Beach, cave, dive site, surf site, Mākua, Oʻahu. Calcareous sand beach that fronts Mākua Valley and that is part of Kaʻena State Park. Mākua Cave is a large lava tube on Farrington Highway near the south end of the beach. It is also known as Kāneana Cave. The dive site is off the south end of the beach and includes a ridge, two small pinnacles, and a channel at 45 feet. The surf site is also off the south end of the beach. Literally, parent.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Māla,"1. Offshore mooring, Lahaina, Maui. State mooring site off the former wharf. 2. Ramp, Lahaina, Maui. On the west side of the former wharf. Facilities include two ramps, a pier, two docks, and a vessel washdown area. 3. Wharf, Lahaina, Maui. Dedicated on April 5, 1922, by Governor Wallace R. Farrington, the wharf was built specifically to accommodate interisland steamers instead of having them anchor offshore in the Lahaina Roadstead. However, after strong currents and heavy surf damaged several steamers, they reverted to anchoring offshore and the wharf was never used again as a major interisland passenger and cargo terminal. Smaller boats continued to use it until 1950. Lit., garden."
Māliko,"1. Bay, ramp, Māliko, Maui. Narrow bay with steep sides and a small boulder beach at the head of the bay. The bay is named after Māliko Gulch, the long, deep gulch that originates above Makawao and ends here on the shore. A single-lane ramp was constructed in 1976. Although the bay is subject to high winter surf, the ramp is still well used because of the great distances between public ramps on Maui. 2. Beach, Punaluʻu, Oʻahu. Section of Punaluʻu Beach at the south end of Punaluʻu Beach Park. Possibly named after one of the original land court awardees here. Lit., budding."
Mamalu,"Bay, Punaluʻu, Oʻahu. Bay off the former Punaluʻu Landing near the mouth of Punaluʻu Stream. Lit., shady."
Mānā,"Plain, Mānā, Kauaʻi. Coastal plain from Kekaha to Polihale fronted by a calcareous sand beach approximately 15 miles long, one of the longest beaches in Hawaiʻi. The cliff along the inner edge of the plain is an ancient sea cliff and the composition of the plain is a combination of lagoon deposits, calcareous beach and dune sand, and alluvium. Lit., arid."
Manaʻe,"Coast, east end of Molokaʻi. Manaʻe is a direction, like mauka or makai, that means ""to the east."" The term is used almost exclusively on Molokaʻi, where—because of the island's geography—travel is primarily east or west. ""Going manaʻe"" means traveling east. Molokaʻi residents also use Manaʻe as a proper name to mean the east end of the island."
Mānana,"Island (67 acres, 200 feet high), Waimānalo, Oʻahu. Part of the Hawaiʻi State Seabird Sanctuary. Tuff cone built around two vents, each marked by a crater. Tuff forms when hot magma encounters seawater and the explosion caused by the rapidly expanding steam blows the magma apart, forming a spray of ash. The ash quickly cements to form a firm rock called tuff. Also known as Rabbit Island. Lit., buoyant."
Manawai,"Landing, Waipiʻo, Mauai. Landing for fishing canoes on the boulder beach in Waipiʻo Bay. Lit., water branch. The stream splits into two branches."
Mānele,"Bay, bay light, cattle chute, saltpans, small boat harbor, Mānele, Lānaʻi. Mānele Bay, the most protected bay on the<br>island, is the site of Mānele Small Boat Harbor. Constructed in 1965 in the west corner of the bay with a 570-foot rubblemound breakwater, its facilities include twenty-eight berths, a ramp, a pier, a dock, and a vessel washdown area. Mānele Bay Light was established in 1965 during the construction of the harbor. Ruins of a cattle-loading chute constructed in 1921 by the Kahului Railroad Company for the Lānaʻi Company are found on the west point of the bay. Two concrete slabs for making salt were also constructed in 1921 on top of the sea cliffs above the old cattle-loading chute. Water pumped into the pans from the ocean below was allowed to evaporate, and the resulting salt was used to make salt licks for the cattle. The residents of Lānaʻi also used the salt during World War II when salt and other staples were scarce. Lit., sedan chair."
Manini,"Beach, point, surf site, Nāpoʻopoʻo, Hawaiʻi. Storm beach of coral rubble at Manini Point across the bay from Nāpoʻopoʻo Landing. The surf site is at the point. The beach and point took their name from Manini Road, the access road to the point. Also known as Pahukapu. Lit., convict tang fish."
Manukā,"1. Beach, dive site, fishing site, historic complex, Manukā, Hawaiʻi. Calcareous sand, coral rubble, and lava fragment beach at the head of a small bay. Manukā is an undeveloped state park with a road to the shore that is for four-wheel drive vehicles only. The fishing site is at the beach. The dive site off the beach is a narrow shelf with a dropoff to 40 feet. The historic complex includes the ruins of a former village, a temple, a holua slide, and a trail system. Manukā marks the boundary between the districts of Kaʻū and South Kona. It lies in South Kona. 2. Fishing site, Kahuku, Hawaiʻi. At ʻĀwili Point and known to fishermen as Manukā, although it is actually in Kaʻū and not in South Kona. Also known as Road to the Sea, Smoking Rock. Lit., lagging. The name of a legendary person."
Maui,"Maui is the second largest (727.3 square miles) of the eight major Hawaiian islands and one of four islands in Maui County. It has a population of 117,644. The highest mountain on the island is Haleakalā, with an elevation of 10,023 feet, and the pua lokelani, or rose, is the emblem of the island. Maui's nickname is the Valley Isle. The County of Maui includes four islands: Maui, Molokaʻi, Lānaʻi, and Kahoʻolawe. Named for the demigod Māui."
Mauliola,"Island, Honolulu, Oʻahu. Same as Sand Island. Name of deity of health.<br> Nā Lepili <br> Tags: Oʻahu religion <br> Papa helu loli"
Mauna Kea,"1. Beach, beach park, surf site, Kawaihae, Hawaiʻi. Long calcareous sand beach with a shallow sandbar that fronts the Mauna Kea Beach Hotel. The hotel opened on July 24, 1965, the first of the large coastal resorts between Kailua and Kawaihae. It is named after Mauna Kea, the highest mountain on the Big Island and in Hawaiʻi at 13,796 feet above sea level. The surf site is normally a shorebreak on the sandbar, but during high surf another surf site develops in the middle of the bay. The beach park is at the south end of the beach. Also known as Kaunaʻoa Beach. 2. Pond, Pohoʻiki, Hawaiʻi. Geothermally heated brackish-water pond in Ahalanui Beach Park. The name is from a former owner of the property. Also known as Hot Pond, Millionaire's Pond. Lit., white mountain (probably for the snow on its summit during the winter)."
Māwae,"Anchialine ponds, Punaluʻu, Hawaiʻi. Series of narrow fissures with anchialine ponds in the low sea cliffs between Punaluʻu and Kamehame. Literally, cleft.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Miki,"Fishing site, point, Kalaeloa, Oʻahu. Rocky point near the east boundary of Campbell Industrial Park. Named after a Japanese fisherman from ʻEwa Plantation.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Mikiawa,"Fishpond, Keawanui, Molokaʻi. Lit., round milkfish."
Mile 4,"Dive site, North Kona, Hawaiʻi. Off the 4-mile marker on Aliʻi Drive, the coastal road between Kailua and Keauhou."
Moana,"Hotel, Waikīkī, Oʻahu. The first large tourist hotel in Hawaiʻi and now the oldest. Opened on March 11, 1901 at Ulukou on the shore of Waikīkī Beach, it is now known as the Sheraton Moana Surfrider.<br><br>Literally, open ocean.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Moikeha,"Canal, Waipouli, Kauaʻi. Drainage canal with a small jetty at Waipouli Beach. One of several canals in Waipouli and Kapaʻa that were built to drain the inland marshes to make the land suitable for agriculture. A large pool in the reef off the canal was the result of successive dredging operations, first by Līhuʻe Plantation for road fill material and then again by the county for a proposed natatorium. Name of an early navigator."
Mokae,"Cove, landing, Hāna, Maui. Site of a former interisland steamer landing for the Reciprocity Plantation. The landing and warehouse were situated on the north point of the cove. Hāmoa Beach is at the head of the cove. Lit., a sedge-like plant."
Mōkapu,"Beach, snorkeling site, surf site, Wailea, Maui. One of five calcareous sand beaches fronting the Wailea resort complex. The beach was named for a small rock island called Mōkapu. During World War II, however, the island was almost entirely destroyed by the military during combat demolition exercises. Today it is indistinguishable from the other sub-merged rocks off the north end of the beach. The surf site is off the beach. The reefs at Mōkapu are considered to be among the best snorkeling sites on Maui.<br>Island (3.6 acres, 360 feet high), Kalaupapa, Molokaʻi. Part of the Hawaiʻi State Seabird Sanctuary. One of two sea stacks on the east side of Kalaupapa Peninsula.<br>Native Hawaiian burial dunes, Mōkapu, Oʻahu. In the backshore of North Beach at the edge of the Klipper Golf Course on Marine Corps Base Hawaiʻi, Kāneʻohe Bay. The dunes contain the precontact burials of native Hawaiians.<br>Peninsula, Mōkapu, Oʻahu. Wide point of land that separates Kāneʻohe and Kailua Bays and includes two large volcanic cones, Ulupaʻu and Puʻu Hawaiʻiloa. The peninsula has been a military base since the 1930s and has been occupied by Marine Corps Base Hawaiʻi, Kāneʻohe Bay since 1952. In pre-contact times, it was a meeting place for Hawaiian chiefs.<br>Beach, Wailea, Maui. Fronting the Renaissance Wailea Beach Resort.<br><br><br>Literally, sacred district (mō is short for moku).<br><br> Nā Lepili <br> Tags: Maui Molokaʻi Oʻahu <br> Papa helu loli"
Mokulēʻia,"Beach, snorkeling site, Honolua, Maui. Large calcareous sand pocket beach at the foot of the sea cliffs. Part of the Honolua-Mokulēʻia Bay Marine Life Conservation District established in 1978. Also known as Slaughterhouse Beach.<br>Beach, Mokulēʻia, Oʻahu. A 6-mile-long calcareous sand beach between Kaiaka Bay and Camp Erdman. The beach passes through four land divisions in the Waialua District—Mokulēʻia, Kawaihāpai, Keālia, and Kaʻena—but is known only as Mokulēʻia Beach.<br>Beach park (38.5 acres), Mokulēʻia, Oʻahu. Section of Mokulēʻia Beach near Dillingham Airfield.<br>Dive site, Mokulēʻia, Oʻahu. Off the beach park.<br>Surf site, windsurf site, Mokulēʻia, Oʻahu. Off the beach park. Also known as Mokes, Park Rights.<br><br><br>Literally, district of abundance.<br><br> Nā Lepili <br> Tags: Maui Oʻahu <br> Papa helu loli"
Mōlehu,"Beach, point, Kīpū Kai, Kauaʻi. Point connected to a small calcareous sand beach by a tombolo, a sandbar that joins two islands. Two other tombolos are found on Kauaʻi, one at Crater Hill that joins the base of the hill to Makapili Island, and one at Poʻipū Beach Park that joins the beach to Nukumoi Point. Lit., twilight."
Molokaʻi,"1. Island. Molokaʻi is the fifth largest (260 square miles) of the eight major Hawaiian Islands and one of four islands in Maui County. It has a population of 7,404, many of whom are of Hawaiian ancestry. The highest mountain on the island is Kamakou, with an elevation of 4,970 feet, and the pua kukui flower is the emblem of the island. Molokaʻi's nickname is the Friendly Isle. 2. Light, Kalaupapa, Molokaʻi. Established in 1906 and automated in 1966. The 132-foot light tower was completed in 1909 and its base is approximately 100 feet above sea level. Also known as the Kalaupapa Light. 3. Reef, Papaʻi, Hawaiʻi. Reef bordering the channel into the beach at Papaʻi that was used as a canoe landing. 4. Reef, Hanalei, Kauaʻi. In Hanalei Bay off the mouth of Waiʻoli Stream. The reef is the site of a shipwreck, the Haʻaheo o Hawaiʻi, a historic ship that sank here in 1820. The ship was located in 1995 and excavated by a team led by Paul Johnston, the curator of Maritime History at the Smithsonian's National Museum of American History."
Naha,"Beach, fishpond, surf site, Naha, Lānaʻi. Narrow detrital sand beach at the end of Keōmuku Road. The beach is the site of a former fishing village, one of the four fishponds on Lānaʻi, and the seaward end of the Naha Trail, a trail that connects Pālāwai Basin to the ocean. The surf site is off the beach. Literally, bent or curved.<br> Nā Lepili <br> Tags: Lānaʻi <br> Papa helu loli"
Nānaku,"Pond, Punaluʻu, Hawaiʻi. Large spring-fed pond adjoining the east end of Punaluʻu Beach. Lit., bulrushes. The pond was formerly filled with bulrushes."
Nānākuli,"Beach park (39.6 acres), Nānākuli, Oʻahu. Calcareous sand beach 500 feet long and 125 feet wide between two lime-stone points fronting the beach park. Also known as Zablan Beach.<br><br>Literally, to look at the knee.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Nāpili,"Bay, beach, surf site, Nāpili, Maui. Wide calcareous sand beach between two rocky points. A small rock island is off the center of the beach. The surf site is off the north point of the bay. Lit., the joinings or the pili grass."
Nāpoʻopoʻo,"1. Beach park (6 acres), surf site, Nāpoʻopoʻo, Hawaiʻi. Pebble and boulder beach at the base of Hikiau Heiau. The surf site is a shorebreak on the shallow sandbar that fronts the rocky beach. The foreshore and backshore of the beach were covered with boulders during Hurricane ʻIniki in 1992. 2. Landing; Nāpoʻopoʻo, Hawaiʻi. One of many former landings around the Big Island for interisland steamers. The concrete ruin is used to launch and land kayaks and other small watercraft. It is a popular swimming site among neighborhood residents. Also known as Kīloa, Nāpoʻopoʻo Wharf. 3. Light, Kaʻawaloa, Hawaiʻi. Nāpoʻopoʻo Light was established in 1908 at Kaʻawaloa on the north side of Kealakekua Bay, but apparently named for Nāpoʻopoʻo Landing on the south side of the bay. The 22-foot light tower was built in 1922. 4. Wharf, Nāpoʻopoʻo, Hawaiʻi. Same as Nāpoʻopoʻo Landing. Lit., the holes."
Naue,"Coastal plain, Hāʻena, Kauaʻi. Shore area around Camp<br>Naue that was famous for its large grove of hala, or pandanus<br>trees. The grove is mentioned in many chants and songs. Lit.,<br>to move."
Naupaka,"Beach, Mākena, Maui. Dark detrital sand beach on<br>the north side of Puʻu Ōlaʻi. A small patch of naupaka once grew at the south end of the beach, so neighborhood fishermen called the beach Naupaka. Also known as Oneuli Beach, Onouli Beach."
Nēnēleʻa,"Shore, Kaʻena, Oʻahu. Calcareous sand dunes and storm<br>beach at Kaʻena Point facing Pōhaku o Kauaʻi, or the ""Stone of Kauaʻi."" Lit., playful nēnē. The name suggests that seabirds resembling the Hawaiian goose, the nēnē, were common in ancient times."
Niʻihau,"Niʻihau is the seventh largest (69.5 square miles) of the eight major Hawaiian Islands and with Kauaʻi is one of two islands in Kauaʻi County. It has a populalion of 160, the majority of whom are of Hawaiian ancestry. The highest mountain on the island is Paniʻau with an elevation of 1,281 feet, and the pupu Niʻihau, or Niʻihau shell, is the emblem of the island. Niʻihau's nickname is the Hawaiian Island. The island is privately owned and operated by the Robinson family as a sheep and cattle ranch. Residents there produce charcoal for commercial sale, and Niʻihau Ranch runs a small hunting business, flying hunters to the island by helicopter to shoot trophy sheep and boars. Residents also collect the prized Niʻihau shells and string them into leis for commercial sale. Also known as the Forbidden Island.<br>Dive site, north shore, Niʻihau. Dive tour operators from Kauaʻi dive at several sites that they call “Niʻihau” between the north point of the island and Lehua Island.<br><br> Nā Lepili <br> Tags: Niʻihau Kauaʻi <br> Papa helu loli"
Nīnole,"Beach, cove, Punaluʻu, Hawaiʻi. Nīnole Cove is a small<br>beach park seaward of the Seamountain Golf Course. The<br>rocky shore has several small inlets, some of which have small pockets of black sand, and a spring-fed pond, Pūhau. On April 2, 1868, an extremely violent earthquake in Kaʻū generated a local tsunami that destroyed the coastal villages of Punaluʻu, Nīnole, Kāwā, and Honuʻapo. At Nīnole a man named Holoua and his wife escaped from their home and ran for higher ground, but as they ran Holoua remembered that he had money in the house. He turned and ran back to get it. As he entered his house, a wave of the tsunami struck, first carrying the house a short distance inland and then out to sea as it receded. Holoua ripped a plank from the collapsing structure, jumped into the ocean with it, and surfed the next incoming wave to shore and safety, the only person to have ever surfed a tsunami wave. The villagers on the hillside witnessed his ride, and it was reported in the April 29, 1868, edition of the Hawaiian Gazette. Lit., bending."
Niu,"Channel, peninsula, Niu, Oʻahu. A natural, unmarked channel cuts through the reef on the east side of Niu Peninsula and leads to an anchorage off the beachfront homes on the peninsula. The peninsula was created by filling in a former fishpond. Literally, coconut.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Nohili,"Barking sands, point, point light, Mānā, Kauaʻi. The famous Barking Sands of Kauaʻi are the high sand dunes at Nohili Point. Hawaiians called these sites keonekani, or ""the sounding sands,"" and this site is often referred to as Keonekani o Nohili in chants and songs. Nohili Point Light is atop a pole approximately 100 feet above sea level on the dunes at the west end of the Pacific Missile Range Facility. Lit., tedious, slow."
Nonopapa,"Beach, landing, surf site, southwest coast, Niʻihau. Calcareous sand beach approximately 2 miles long between Nonopapa and Makahūʻena Points. The backshore consists of dunes covered with pōhinahina, or beach vitex. The former landing for interisland steamers is at Nonopapa Point, the site of a warehouse, several corrals, and a grove of coconut trees. The surf site is also at the point, and during especially high surf a second-reef site forms approximately a mile offshore. Lit., invalid."
Nuʻu,"Bay, beach, dive site, landing, Nuʻu, Maui. Detrital sand beach on the shore of Nuʻu Bay that is the largest beach in the district of Kaupō. The ruins of the landing are on the point on the east side of the bay. The landing was a shipping point for cattle from Kaupō Ranch. The dive site is off the landing. Lit., height."
Oʻahu,"Oʻahu is the third largest (597.1 square miles) of the eight major Hawaiian islands. It has a populalion of 876,156 (U.S. Census figures for 2000 indicate that Oʻahu's population makes up 72.3 percent of the state's total of 1,211,537 residents). The highest mountain on the island is Kaʻala with an elevation of 4,003 feet, and the pua ʻilima (Sida fallax) is the emblem of the island. Oʻahu's nickname is the Gathering Place. The island of Oʻahu is also known as the County of Honolulu.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Oea,"Beach, Kapuʻa, Hawaiʻi. Small beach of calcareous sand,<br>lava fragments, olivine, and coral rubble at the head of a small<br>inlet. Habitation ruins are mauka of the inlet. The name of a<br>star."
ʻŌhumu,"Fishing site, Waipiʻo, Maui. At the base of the sea cliffs<br>at the north end of Waipiʻo Bay. Lit., complain."
ʻŌkala,"Island (2.15 acres, 400 feet high), Waikolu, Molokaʻi. Part of the Hawaiʻi State Seabird Sanctuary. One of two sea stacks on the east side of Kalaupapa Peninsula.<br><br>Literally, bristling.<br><br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
Olowalu,"Dive site, landing, snorkeling site, surf site, Olowalu, Maui. Olowalu Plantation was a sugar plantation started in 1876 by Philip Milton and Goodale Armstrong. Olowalu Landing supported the plantation, and its ruins are on Olowalu Point. The dive site is off the landing. The primary snorkeling site is on the shallow reef south of Olowalu Point bordering Honoapiʻilani Highway. The surf site west of the landing is called Olowalu Point, and the surf site on the west side of Olowalu along Honoapiʻilani Highway is called Olowalu. Lit., many hills."
Oneʻula,"Beach park (30 acres), ʻEwa Beach, Oʻahu. Narrow calcareous sand beach at the west end of Pāpipi Road. Lit., red sand."
ʻŌnini,"Beach, channel, reef, Lāʻie, Oʻahu. North section of Laniloa Beach adjacent to Lāʻie Point. The smaller of two sand pockets on Laniloa Beach that are good for swimming. Also known as Clissold Beach. Lit., slight breeze."
ʻOpihi,"Island, Makuʻu, Hawaiʻi. Small rock island off Makuʻu. Also known as Mokuʻopihi. Literally, limpet.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Paʻakea,"Fishpond, Pearl Harbor, Oʻahu. Lit., coral bed, limestone."
