word,definition
IOLE,"Iole-aina ka iole i olelo pinepine ia ma ka Baibala, aka, he nui ke ano, a ua aiia kekahi. He mea haumia no ma ke kanawai o Mose, Oihk. 11:29, aka, ua aiia no i kekahi manawa; a hoahewa mai o Isaia i na Iudaio no ko lakou ai ana i na iole, Is. 66:17. He nui ka ino a na iole i hana mai i ka aina o ko Pilisetia mahope o ko lakou lawepio ana i ka pahu-berita o ke Akua; a nolaila hoihoi lakou ia me ka iole gula a me ka puupuu koko gula, 1 Sam. 5:6, 9, 11; 6:4, 5. He nui ma ia aina i keia wa e noho nei. E nana HAMATA."
KAA,"I. He mau kaa no ma Palesetine i ka wa kahiko, aka, kakaikahi no i keia wa e noho nei. Ane hiki le na kaa ma ko laila alanui. He mau kaa halihali ukama a me ka ai, ua kauoia e na bipi i kekahi manawa. Nah. 7:3 9; 1 Sam, 6:7, 8; Am 2:13; Is. 5:18; He mea hoi ia e hemo ai i ka hua ai, Is. 28:27, 28. Ua hoounaia na kaa e Iosepa e halihali i kona ohana makua i ka aina o Aigupita, Kin. 45:27. He haahaa no na kaa, he laau paa me ke apo hao i kekahi manawa."
KAAKOO,"I. Ma ka Hikina, he holoku ka lole e lewa wale ana a i ka wawae; nolaila, ina e manao e holo a e hana, e pono e kaakoo i ka lole ma ke kino me ke kaei. Nolaila hoi o 'ke kaakooia o ka puhaka,' oia ka hoomakaukau ehana, 2 Nalii 4:29; Oih. 12:8; o ka noho makaukau ia i ka hiki mai ana o ka Haku, Luk. 12:35. Ina i paipaiia kekahi e kaakoo i ka puhaka, o ke ano e hooikaika, e hoomanawanui, Iob. 38:3; Ier. 1:17; Ep. 6:14; 1 Pet. 1:13. O ka wehe i ke kaei o ka puhaka, o ka hoonawaliwali no ia, Is. 5:27. Aia no i na makaaiiana ke kaei ili; i na kaula hoi ia kaei, 2 Nalii 1:8; Mat. 3:4. He kaei olona hoi kekahi, Ier. 13:1; he kaei silika kekahi. He loloa kekahi a elua a ekolu puhki ana i ke kino. He hipu hoi ia no ka waihona waiwai; e nana Mat. 10:9; Mar. 6:8. He kaei ko na Aina Hikina i keia wa e like me mamua. Ma ke kaei ko lakou pahikaua i kekahi manawa, e like me ko na Hebera, 1 Sam. 25:13; 2 Sam. 20:8; o ka ipuinika kekahi, a me ka rula o ka mea paahana kekahi, Ez. 9:2. E nana ke kii ma KAPA-KOMO."
KAAO,"I. he wahi moolelo lapuwale a ka poe manaoio ole, 1 Tim. 4:7."
KAE,"I. Ma ka Hikina, he holoku ka lole e lewa wale ana a i ka wawae; nolaila, ina e manao e holo a e hana, e pono e kaakoo i ka lole ma ke kino me ke kaei. Nolaila hoi o 'ke kaakooia o ka puhaka,' oia ka hoomakaukau ehana, 2 Nalii 4:29; Oih. 12:8; o ka noho makaukau ia i ka hiki mai ana o ka Haku, Luk. 12:35. Ina i paipaiia kekahi e kaakoo i ka puhaka, o ke ano e hooikaika, e hoomanawanui, Iob. 38:3; Ier. 1:17; Ep. 6:14; 1 Pet. 1:13. O ka wehe i ke kaei o ka puhaka, o ka hoonawaliwali no ia, Is. 5:27. Aia no i na makaaiiana ke kaei ili; i na kaula hoi ia kaei, 2 Nalii 1:8; Mat. 3:4. He kaei olona hoi kekahi, Ier. 13:1; he kaei silika kekahi. He loloa kekahi a elua a ekolu puhki ana i ke kino. He hipu hoi ia no ka waihona waiwai; e nana Mat. 10:9; Mar. 6:8. He kaei ko na Aina Hikina i keia wa e like me mamua. Ma ke kaei ko lakou pahikaua i kekahi manawa, e like me ko na Hebera, 1 Sam. 25:13; 2 Sam. 20:8; o ka ipuinika kekahi, a me ka rula o ka mea paahana kekahi, Ez. 9:2. E nana ke kii ma KAPA-KOMO."
KAHILI,"I. Ua like ko ke Akua poe enemi me ka lepo o ka papa-hehi, imua o 'ke kahili o ka make,' Is. 14:23."
KAHU,"I. o kana hana oia ka malama a me ka hanai i ka ohana a Kristo, Ep. 4:11; 1 Pet. 5:2. E nana KAHUHIPA."
KAHUNA,"I. oia ka mea i lawelawe ma ka oihana hoomana, 'ua hooliloia no ia no na kanaka, ma na mea o ke Akua, e kaumaha aku ai i na alana a me na mohai uo ka hewa. Ma ke Kauoha Kahiko, aole hookaawaleia kekahi ohana no keia hana mamua o ka hoolaha ana i ke kanawai o Mose. Ia wa mua, lawelawe no ka hanau mua, a me ka makua a me na'lii ma ka oihana kahuna, ma ko lakou ohana iho a me ko lakou kulanakauhale iho. O Kaina a me Abela, o Noa, Aberahama, Ioba, Abimeleka, Labana, Isaaka, a me Iakoba, kaumaha aku lakou i ko lakou mohai iho. I ko Iehova hana ana i berita me kona poe kanaka ma ka mauna o Sinai, o Mose ka mea iwaena o ke Akua a me kanaka, a ua waeia kekahi poe kanaka ui o ka Iseraela i mau kahuna, Puk. 24:5. A kohoia e ke Akua ka ohaua o Levi e lawelawe ma ka halelewa, a lilo ka oihana kahuna ia Aarona a me kona mamo, alaila ia lakou wale no ka hookaumaha aku i ka mohai, Nah. 16:40. Ua ikeia ka hope o Uzia ke alii o ka Iuda i kona kuni huhu i ka mea ala ia Iehova, ua lepera koke no ia, 2 Oihlii. 26:19. E nana hoi i ka hana a Saula, 1 Sam. 13:7-14. Aka nae, ua kaumaha aku na kaula Hebera i mohaikuni na ke Akua i kekahi manawa, mamua o ka paa ana o ka luakini ma Ierusalema. E nana 1 Sam. 7:9. Aole kahuna o Samuela, aka, kaumaha aku ia i ka keikibipi i mohaikuni ia Iehova. E nana hoi l Sam.9:13; 16:5; 1 Nalii 18:31, 33. Ua hoana-e o Iehova i na makakiapo a pau o ka Iseraela nona iho, no kona hoopakele ana ia lakou ma Aigupita, aka, ua lawe nae ia i na Levi i panai no na makahiapo iwaena o na mamo a Iseraela, Nah. 3:41, 45. Nolaila ka lilo ana o ka ohana a Levi a pau i poe lawelawe e ma ka oihana laa; aka, noloko mai o ka poe Levi, ua waeia ka ohana a Aarona e lilo i poe kahuna. O ke kahunanui oia ke poo o ka oihana hoomana, a ia ia hoi ka kooponoponuo iwaenua o na kanaka, no ka mea, oia ka luna o na kahuna, ka poe i noho lunakanawai, Kan. 17:8-12; 19:17; 21:5; 33:8, 10; Ez. 44:24. Oia wale no i komo iloko o kahi hoano i kela makahiki i keia makahiki e kaumaha aku i ka mohailawehala no na kanaka a pau, Oihk. 16:2, a pela aku. No ka ohana o Aarona kona makuwahine, he kina ole koi kona kino, Oihk. 21:13. Ina ke kina kekahi kahuna, aole pono ia ia ke kaumaha i ka mohai ma kahi hoano. Aka, e ai no ia i ka berena hoano, Oihk. 21:17-22. Na na Levi i haawi kahi hapaumi i na kahunanui, Nah. 18:28. Na na kahuna i lawelawe ma ke kuahu. Ia lakou e kalua i ka mokai, a e haawi aku me ka kapipi i ke koko. Ua kohoia kekahi kahuna ma ka hailona, i kela hebedoma keia hebedoma, e kuni i ka mea ala i kakahiaka a i ahiahi, Luk. 1:9. Eia ke kahuna ma keia kii me kona paliumauna a me ka epoda a me ka papali a me ka lole kahuna. I ka lawelawe o na kahuna ma ke kuahu, aole komo ke kamaa; a hemo no lakou i ko lakou kapa kahuna ke hele iwaho o ka luakini, Ez. 42:14; 44:17-19; Oih. 23:5. Aole haawi ke Akua i ka aina hooilina na ka poe Levi ma Kanaana. Ia lakou no ka hapaumi a me ka huamua a me ka hapa o ka mohai i kaumahaia na ke Akua iloko o ka luakini, Oihk. 7:6, 7, 10, 33, 34. Ia lakou kekahi hulu o na hipa, Kan. 18:4. Pela e lako ai lakou i na mea o ke kino. Ua hookaawaleia he kanahakumamawalu kulanakauhale i wahi e noho ai na Levi, me ko lakou kula a puni, Nah. 35:1-7. Eono o ia mau kulanakauhale i lilo i mau puuhonua. Na na kal uni, he umikumamakolu o ia mau kulanakauhale, a na ka poe Levi ke koena, Ios. 21:10. Aia i na kahuna ka hana iloko o ka luakini, ia lakou hoi ke ao aku i na kanaka; a e nana i ka mai lepera, a e hooponopono i na mea hihia. I ka wa kaua, ia lakou ke halihali i ka pahuberita, a e puhi i ka puwaikaua, a e paipai aku i na kanaka, Nah. 10:8, 9; Kan. 20:2. O ka oihana kahuna Iudaio, he aka wale no ia o ka oihana kahuna a Kristo. O Kristo he kahuna nui ia, a mau loa no mamuli o ke ano o Melekisedeka. O ka poe kahuna mamuli o Aarona, aole mau loa lakou, no ka make, Heb. 7. I mai o Iehova, i kona hoomaikai ana i ka poe Hebera, e hoolilo oia ia lakou i aupuni kahunapule, Puk. 19:6; a hoopili o Petero i keia olelo i ka poe Kristiano, 1 Pet. 2:5, 9. E nana hoi HOIK. 1:6. O ka poe Kristiano, haawi aku lakou ia lakou iho i mohai uhane, 'i ka mea oluolu i ke Akua ma o Iesu Kristo la.' Ma ka ekalesia Kristiano, aole he kahuna haawi i mohaihala no ka hewa, o Iesu Kristo no ka mohai nui; malaila wale no e loaa'i ke kala ana o ka hewa, Heb. 9:11-26."
KAI,"I. Ma ka Baibala, he wai nui ia, Iob. 14:11. Ma kekahi mau pauku, ua kapaia ka muliwai Nile a me Euperate he kai, Is. 11:15; 18:2; Ier. 51:42. Eia kekahi mau kai i oleloia ma ka Baibala."
KAIAPA,"I. he kahuna-nui o na Iudaio, A. D. 27-36. He Sadukaio, a he enemi nui ia ia Kristo. Mahope o ke ola hou ana o Lazaro, akoakoa na kuhuna a me na Parisaio ma kona hale, e imi i ka make o Iesu, o paulele na kanaka a pau ia ia. A i kekahi halawai, Ioa. 11:47- 54, olelo mai oia, he pono e make o Kristo e pono ai ka lahuikanaka; a o kana olelo, he wanana ia, me kona ike ole ia, no ka make ana o Kristo e ola'i ko ke ao nei. Mahope o keia kuka ku e ia Kristo, Mat. 26:1-5; Mar. 14:1; Luk. 22:2, hopu iho la lakou ia ia, a kai mua aku ia ia imua o Anasa, he ka-huna-nui mamua, a nana i hoouna aku oia ia Kaiapa kana kunonakane. E nana ANASA. A ninau mai o Kaiapa ia Kristo mamua o ka akoakoa ana o ka Ahaolelo, alaila hoomaka iho la i ka hookolokolo ana, a ua hoahewaia o Kristo, a ua hoomaewaewaia, a ua haawiia oia na Pilato, nana e hooko a make, Mat. 26:57-68; Mar. 14: 53-72; Luk. 22:54-71; Ioa. 18:13-27. Aole ana ka huhu o Kaiapa ma i ka make ana o Iesu, hoomaau hoi lakou i kana mau haumana, Oih. 4:1-6; 5:17, 33. A hala kekahi mau makahiki mahope o ka pii ana o Kristo, a ua hoohaahaaia o Pilato, o Kaiapa hoi, ua lawe ia kana oihana mai ona aku e ke kiaaina o Koma, o Vitelio. E like me Balaama o ke Kauoha Kahiko, ua ku e ia i ka malamalama a me ke aoia mai, ua haalele i ka pono, a ua wanana no Kristo, me ka hoomaloka a me ka hana ino, a make mainoino ia."
KAIKEA,"I. O ka apana kaikea o ka mohai e pau auanei ia i ke ahi, no ka mea, ua laa ia i ke Akua. Ua laa hoi ke koko, no ka mea, malaila ke ola o ka holoholona. Ua kapu ia mau mea elua i na Iudaio, aole pono ke ai, Oihk. 3:16, 17; 7:23-27."
KAIMAKE,"I. ua kapaia 'Moana pakai,' Kin. 11:3; 'ke kai o ka Papu,' Kan. 4:19; 'kekai Hikina,' Zek. 14:8. Ua kapaia e ko Roma a me ko Helene, Asepaleti; ua kapaia e ko Arabia e noho nei, ke kai o Lota. Aia no ia ma ke kihi hikina-hema o Kanaana, a komo mai ka muliwai o Ioredane mai ka akau mai, a o ka muliwai o Arenono a me kekahi mau kahawai mai ka hikina mai. He kanaha mile ka loa, ewalu a eiwa paha mile ka laula, a e moe ana ia ma ke awawa iwaina o kekahi mau pali pohaku puna, 1,200 a 1,500 paha kapuwai ke kiekie ma ka aoao komohana, a 2,000 a keu ma kahikina. He 1,300 kapuwai ka hohonu, a o kona iliwai he 1,300 kapuwai ia malalo ae o ke Kaiwaenahonua. Ma ka aoao hema, he wahi awawa haahaa i halana i ka wai mahope o ka wa ua. He aina neoneo, a panoa; a ma ke kanwahi he kahawai me na mea uliuli a me na nianu he nui wale. He aiai no ka wai o ke Kaimake, aka, he awaawa loa i ka paakai. He kaumaha kona wai, hookahi hapaha paha ka oi aku i na wai e ae. I ka wa maloo, loaa no ka paakai malaila. Make koke no na ia i komo iloko o laila. E nana Ez. 47:8-10. O ka poe ike ole ke auau. lana no ke kino ke komo ilaila, ane hiki ole ke poho. Ewalu mile mai ka aoao hema mai, ma ka aoao hikina, puka mai kahi aina iloko loa o ke kai. Ma ka hema ae o keia aina, he kaikuono papau ae, aole oi i na kapuwai he umikumamalima, Ios. 15:2. Ua manaoia maanei na kulanakauhale i pau i ke ahi mai ka lani mai, o Sodoma, Gomora, Adema a me Zeboima. O ke awawa o Sidima he papu pulu i ka wai mamua, e like me ke kihapai o Iehova, Kin. 13:10; 15:3. I keia wa he mea ia e hoomanao ai i ka huhu o ke Akua i ka poe hewa, Kan. 29:10; he mea e ao aku ai i na kanaka hoolohe ole e hiki wawe mai ka la hoopai, aole pakele, Mat. 10:15; 11:22-24; 2 Pet. 2:4-9; Iuda 7. O ka lepo malalo ae o keia kaikuono, he bitumena, Kin. 14:10. Ma ke komohana hema, he pali paakai i kapaia o Sodoma, a mawaena o ia a me ke kai he kia paakai e hoomanao ai i ka wahine a Lota. I keia wa, aole puka aku ka wai mai loko aku o ke Kaimake, maloo wale iho no ka wai i ka la. E nana IOREDANE."
KAINA,"I. oia ka hanau-mua o na kanaka a pau, Kin. 4:1, a me ka pepehikanaka mua. E nana ABELA. Hana ku e o Kaina i ke ao ana o ke Akua, a haalele no ia i ko ke Akua paipai ana ia ia e mihi, Kin. 4:6-9. Komo no iloko kona hoopaiia'na o ka nele a me ka pilikia, a me ka eha o ka lunamanao, a me ka hookukeia'ku a me ka huhu o ke Akua, Kin. 4:16. Aka, hui pu no ke ikua i ke aloha me ka hoopai; a haawi mai la na Kaina i hoailona, o loaa ia i kekahi, a make ia i ka pepehiia, e like me ke kanawai hoopai koko; a pela i akaka ai o ke Akua wale no kona mea hoopai. Hele aku la ia i ka aina o Noda, ma ka hikina o Edena, a kukulu iho la oia i kulanakauhale, a kapa aku i ka inoa o ua kulanakauhale la, o Enoka, mamuli o kekahi keiki ona."
KAI NUI,"I. o ke Kaiwaenahonua ia, a ua kapaia hoi ke kai komohana. O keia kai nui 2,200 mile ka loa, a o kona laula nui 1,200. A o kona hohonu aole hiki ke anaia ma kauwahi. Uuku loa ka pii mai ana o kana kai piha, aka, ua aleale nui ia i ka makani. I ka malama o Maraki, o Aperila a me Mei, mai ka hema-hikina a me ka hema-komohana mai ka makani, a i na malama e ae o ka makahiki, mai ka akau-hikina a me ka akau-komohma mai."
KAKAKA,"I. he mea kaua i ka wa kahiko, a he mea e make ai na mea hihiu kekahi. Ua hanaia i ka laau olu, a i ka hao paha, Kin. 27:3; Hal. 18:34; a ua lenaia i ka wawae i kekahi manawa. Ua halihaliia iloko o ka eke, Hab. 3:9. Ua kaulana ka poe Beniamina no ke akamai i ka lena kakaka, 1 Oihlii. 12:2, 2 Oihlii. 14:8; 17:17. E nana MEA KAUA. 'ke kakaka lauwili' ma Hal. 78:57, he kakaka ino i wiliia; a pela hoi ma Hos. 7:16, he kakaka pono ole. Ma 2 Sam. 1:18, ua oleloia, 'Kauoha aku la hoi ia e ao i na mamo a Iuda i ko kakaka.' Manao kekahi poe, KAKAKA oia ka inoa o ka mele kanikau ia Saulo, a me Ionatana, ma Sam. 1:19-27; nolaila, o ke ano, 'e ao i ke kakaka,' o ao i keia mele."
KAKAOLELO,"I. He poe huli i ke ano o ke kanawai Iudaio. No ka poe Parisaio ka nui o lakou, a ua olelo mai Iesu ia lakou, ua lawe aku oukou i ke ki o ke ike. He poe niakapo e alakai ana i ka makapo, Mat. 22:35; Luk. 10:25; 11:52. E nana KAKAUOLELO."
KALA,"I. he kulanakauhale o Asuria, i kukuluia e Asura, a e Nimeroda paha, Kin. 10:11, 12. Ua kaawale aku ia mai Nineva aku, a o Resena niawaena o laua. Ua manaoia, aia kokoke ia i ka muliwai o Luko, oia ka Zaba nui i kahe iloko o Tegerisa.<br>II. He moni ia iwaena o na lahuikanaka a pau. Ua olelo mua ia ma ka Baibala ma ka moolelo o Aberahama, Kin. 13:2; 20:16; 23:16. Oia kekahi mea i komo iloko o ka halelewa, Puk. 26:19, 32, a mahope iloko o ka luakini, 1 Oihlii. 29:4. I ka wa kahiko, i ka hoolimalima ana, ua kaupaonaia, aole i hanaia i moni maoli; aka, i ka wa o ke Kauoha Hou, he moni maoli. E nana SEKELA a me MONI."
KALAHALA,"I. Oia kekahi mau inoa o Iesu Kristo, ka Hoola, no ka mea, oia ka mea i haawi ia ia iho i kalahala, i panai-hoola e hoopakele i na kanaka mai ka hawa a me ka make, ma kona make ana no lakou, Mat. 20:28; Gal. 3:13; Ep. 1:7; 1 Tim. 2:6; Tit. 2:11; 1 Pet. 1:18, 19; Hoik. 5:9."
KALAMO,"I. Mele 4:11, he mea ala i hoikeia mai me na mea ala laa, Puk. 30:23. No Inia mai ke kalamo ala oiaio; a olelo mai na kaula, he mea waiwai ia mai ka aina e mai, Is. 43:24; Ier. 6:20; Ez. 27:19."
KALEPA,"I. Poe kalepa, poe kuai, Kin. 23:16. Ma ka hikina, o ka poe 'huakaihele,' Is. 21:13, o lakou ka poe e kalepa ai ma ia aina. Ma ka hele ana io ia nei ka mea e waiwai ai lakou, Kin. 37:25, 28. Ao aku o Iakobo ia lakou, he mea pau koke ke ola a me ka waiwai o keia ao, Iak. 4:13, 14. Kalepa ae kekahi poe ma ka holo ana maluna o ke kai, Is. 23:2; Ez. 27:27, 28."
KALUHA,"I. he wahi ohe e ulu ana ma kahi nenelu o ka muliwai Nile, Iob. 8:11; 40:21; 41:2; Is. 35:7; 58:5; a he 12 a 15 paha"
KAMALA,"I. he hale lalalaau, Kin. 33:17. Ua kapaia kekahi ahaaina nui o ka poe Iudaio, he kauhalelewa, no ka mea, ua kauohaia lakou, e nonoho ma na halelalalaau i na la ehiku o ka ahaaina, Oihk. 23:40-42; Neh. 8:14. E nana HALELEWA."
KAMELEONA,"I. Oihk. 11:30, he wahi moo. O kona kino eono iniha ia; elima manamana ma kona wawae, elua manamana nui, e ku pono ana i na manamana e ae ekolu; huli io ia nei kona maka. Ua ai no ia i na nalo ana e hopu aku ai me kana elelo loloa. E hiki no ia ia ke oolopu i kona kino i ka makani, a hooano e i kona kohu ana, i hinahina, omaomao, i poni, i eleele."
KAMELO,"I. halihali, ka mea lawe ukana ma ka Aina Hikina, a ua kapaia malaila o 'ka moku no ka aina,' a me 'ka lawe-ukana ma ka waonahele.' Eono a ehiku paha kapuwai kona kiekie, a ua ikaika loa, a ua hoonianawanui i ka hana. O ko lalo o kona wawae ke wahi ih alualu paakiki, i ole e konio nui i ka one; he wawae okupe ole kona ma na aina a pau. O ke kamelo Arabia, oia ke kamelo i olelo pinepine ia ma ka Baibala, a he puu hookahi ia ma kona kua; aka, o ke kamelo Baketeria i loaa ma Asia waena, elua puu kona. Ina hanai nui ia ke kamelo, ua nui ae keia mau puu i ke kaikea, a emi no i ka ai ole a me ka hana nui, i mea pani i ka hakahaka o ke ai. O ke kamelo mama ua like me na kamelo e ae. ma ka mama wale no ka hke ole, Ier. 2:23. Maloko o ka opu-naau he wahi eke wai, a ina i hoopihaia i ka wai, e hiki ke hele i na la he nui ma ka waoakua. O kana ai, he lau, he lala laau, a me na puakala; makemake no ia i keia ai mamua o ka weuweu maikai, a hele no ia ma kahi loihi loa me ka ai ana i keia ai wale no. Aka, i ka hele ana, hookahi paona papapa, a he bale paha, ua nui ia i na hora iwakaluakumamaha. Kukuli iho la ke kamelo, i kauia ka ukana maluna ona, a mai 500 a 1200 paona kona kaumaha. A ia wa, uwo no me ke ahonui ole. Oolea no ia a hawawa, a i kekahi manawa huhu. O na mea opiopio, he paakiki a hawawa e like me na mea kahiko. Elua mile a me ka hapakolu o ka mile ka hele ana i ka hora hookahi; a pela no ka hele mau ana i kela hora i keia hora me ka maloeloe ole, a mama no i ke ahiahi e like me ke kakahiaka. Aole holoholona e ae e hiki he hoomanawanui i ka hana pilikia a me ka ai ole, e like me ke kamelo. I mai ka poe Arabia, 'O ko Ioba holoholona, he hoailoua ia o ko ke Akua aloha.' Ma ka Aina Hikina, ua hoohanaia keia holoholona mai ka wa kahiko mai. Ma kela aina wela, oia wale no ka moku o ka poe kalepa; a mai ka wa kahiko mai, hele no na huakai nui me na kamelo ma kela aiua waoakua, Kin 37:25. Ina he nui na kanielo o kekahi, he nui kona waiwai. Ia Ioba no 3,000, a o na kamelo o ko Midiana ua like me na one o kahakai, Lun. 7:12; 1 Oihhi. 5:21; Iob. 1:3. Hele mai o Rebeka ia Isaaka maluna o ke kamelo, Kin. 24:64. Lawe mai ke aliiwahine o Seba i na kamelo ia Solomona, o Hazaela hoi ia Elisai, i kaumahaia i na makana maikai, 1 Nalii 10:2; 2 Nalii 8:9; a oia kekahi mea maikai hoi iloko o ke kaua, 1 Sam. 30:17. He holoholona haumia no ke kamelo i ka poe Hebera, Oihk. 11:4; aka, o kona waiu oia kekahi ai nui no ko Arabia, a ua manao nui ia no ka ono a me ka maikai. A i ka poe Arabia, aole holoholona e ae, e like me ia no ka maikai, i kona ola ana, a mahope o ka make ana. Noloko mai o kona huluhulu, hana lakou i ka lole hehi wawae, i ka lole halelewa, a me na eke palaoa. Me kona ili hana lakou i huewai nui, a me na eke ili, a me na kamaa, a me na kaula, a me na huipa. O kona lepo i hoomalooia i ka la oia ko lakou wahie. Ma ka Hikina ua ulanaia ka huluhulu Kamelo, a lilo i lole makalii kekahi a pahee, aka, o ka nui ua hlo i lole manoanoa i aahu no na kahuhipa a me na kahu-kamelo, a i lole halelewa. A oia ka lole o Ioane Bapetite, aole ka lole 'pahee,' Mat. 11:8. A oia hoi ka lole o na moneka e noho nei; a oia paha ka lole o Elia, 2 Nalii 1:8. O kela olelo, 'E hiki e ke kamelo ke komo ma ka puka o ke kuikele mamua,' a pela aku, Mat. 19 : 24, he olelonane ia, a o ke ano he mea hiki ole. E nana hoi i ka olelonane, Mat. 23:24."
KANA,"I. kahi hanau o Natanaela, o ke kulanakauhale, kahi a ka Haku i hana'i kana hanamana mua, kahi hoi a kekahi alii i hele mai, a loaa ke ola o kana keiki ma Kaperenauma, he umikumamawalu mile ke kaawale aku, Ioa. 2:1-11; 4:46-54; 21:2. Ua kapaia o Kana i Galilaia, i keia wa, o Kana-ela-Ielila, aia ehiku mile ma ka akau o Nazareta. Pela o Robisona. Manao kekahi poe, kokoke ae o Kana i Nazareta. Ua hioloia oia i keia wa.<br>II. He muliwai mawaena o Eperaima a me Manase, a ua kahe iloko o ke Kaiwaenahonua, ma ka akau o Iopa, Ios. 16:8; 17:9.<br>III. He kauhale ma ka ohana o Asera, Ios. 19:24, 28."
